taxon,lineage
Bangladesh/CHRF_0001/2020,B.1.1.25
Bangladesh/DNAS_CPH_436/2020,B.1.1.25
Bangladesh/DNAS_CPH_467/2020,B.1.1.25
Bangladesh/DNAS_CPH_471/2020,B.1.1.25
Bangladesh/DNAS_CPH_427/2020,B.1.1.25
Bangladesh/NIB_01/2020,B.1.1.25
Bangladesh/DU_50758/2020,B.1.1.25
Bangladesh/DU_CARS_5586/2020,B.1.1.25
Bangladesh/DU_50761/2020,B.1.1.25
Australia/VIC1606/2020,B.1.1.25
Australia/VIC1608/2020,B.1.1.25
Australia/VIC1623/2020,B.1.1.25
Australia/VIC1677/2020,B.1.1.25
Australia/VIC1678/2020,B.1.1.25
Australia/VIC1711/2020,B.1.1.25
Australia/VIC1712/2020,B.1.1.25
Australia/VIC1718/2020,B.1.1.25
Australia/VIC1719/2020,B.1.1.25
Australia/VIC1728/2020,B.1.1.25
Australia/VIC1784/2020,B.1.1.25
Bangladesh/BCSIR_NILMRC_003/2020,B.1.1.25
Bangladesh/BCSIR_NILMRC_002/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_009/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_005/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_015/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_083/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_060/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_053/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_059/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_058/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_076/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_088/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_072/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_073/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_074/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_075/2020,B.1.1.25
Bangladesh/BCSIR-NILMRC_081/2020,B.1.1.25
Bangladesh/CHRF_0003/2020,B.1.1.25
Bangladesh/CHRF_0005/2020,B.1.1.25
Bangladesh/CHRF_0008/2020,B.1.1.25
Bangladesh/CHRF_0009/2020,B.1.1.25
