taxon,lineage
Scotland/EDB2339/2020,B.1.1.12
Scotland/EDB2341/2020,B.1.1.12
Scotland/EDB2108/2020,B.1.1.12
Scotland/EDB2075/2020,B.1.1.12
Scotland/EDB1463/2020,B.1.1.12
Scotland/EDB1460/2020,B.1.1.12
Scotland/EDB1412/2020,B.1.1.12
Scotland/EDB1340/2020,B.1.1.12
Scotland/EDB1197/2020,B.1.1.12
Scotland/EDB1163/2020,B.1.1.12
Scotland/EDB1165/2020,B.1.1.12
Scotland/EDB1077/2020,B.1.1.12
Scotland/EDB927/2020,B.1.1.12
Scotland/EDB732/2020,B.1.1.12
Scotland/EDB852/2020,B.1.1.12
Scotland/EDB594/2020,B.1.1.12
Scotland/EDB356/2020,B.1.1.12
Scotland/EDB270/2020,B.1.1.12
Scotland/EDB083/2020,B.1.1.12
