taxon,lineage
India/CCMB_L1017/2020,B.1.1.8
India/CCMB_L1021/2020,B.1.1.8
India/CCMB_L1022/2020,B.1.1.8
India/CCMB_L1024/2020,B.1.1.8
India/CCMB_L1025/2020,B.1.1.8
India/CCMB_L1026/2020,B.1.1.8
India/NGC-CDFD-04/2020,B.1.1.8
India/NGC-CDFD-09/2020,B.1.1.8
India/NGC-CDFD-10/2020,B.1.1.8
India/NGC-CDFD-13/2020,B.1.1.8
India/NGC-CDFD-14/2020,B.1.1.8
India/NGC-CDFD-15/2020,B.1.1.8
India/NGC-CDFD-16/2020,B.1.1.8
India/NGC-CDFD-17/2020,B.1.1.8
India/NGC-CDFD-18/2020,B.1.1.8
India/NGC-CDFD-19/2020,B.1.1.8
India/NGC-CDFD-20/2020,B.1.1.8
India/NGC-CDFD-21/2020,B.1.1.8
India/NGC-CDFD-22/2020,B.1.1.8
India/NGC-CDFD-23/2020,B.1.1.8
India/NGC-CDFD-24/2020,B.1.1.8
India/NGC-CDFD-25/2020,B.1.1.8
India/NGC-CDFD-26/2020,B.1.1.8
India/NGC-CDFD-27/2020,B.1.1.8
India/NGC-CDFD-28/2020,B.1.1.8
India/NGC-CDFD-29/2020,B.1.1.8
India/NGC-CDFD-30/2020,B.1.1.8
India/NGC-CDFD-31/2020,B.1.1.8
India/NGC-CDFD-32/2020,B.1.1.8
India/NGC-CDFD-33/2020,B.1.1.8
India/NGC-CDFD-34/2020,B.1.1.8
India/CCMB_L1542/2020,B.1.1.8
India/CCMB_L1684/2020,B.1.1.8
India/CCMB_L1738/2020,B.1.1.8
India/CCMB_L1746/2020,B.1.1.8
India/CCMB_L1781/2020,B.1.1.8
India/CCMB_L1806/2020,B.1.1.8
India/CCMB_L1811/2020,B.1.1.8
India/CCMB_L1824/2020,B.1.1.8
