taxon,lineage
Scotland/EDB4930/2020,B.1.1.4
Scotland/EDB4888/2020,B.1.1.4
England/PORT-2CFC9E/2020,B.1.1.4
Scotland/EDB4922/2020,B.1.1.4
Scotland/EDB5250/2020,B.1.1.4
England/CAMB-1B2FE1/2020,B.1.1.4
Scotland/EDB5244/2020,B.1.1.4
England/BRIS-128CB2/2020,B.1.1.4
Scotland/EDB4752/2020,B.1.1.4
Scotland/EDB4679/2020,B.1.1.4
Scotland/EDB4547/2020,B.1.1.4
Scotland/EDB4517/2020,B.1.1.4
Scotland/EDB4534/2020,B.1.1.4
England/LOND-D3BC9/2020,B.1.1.4
Scotland/EDB4486/2020,B.1.1.4
England/CAMB-1AD1E3/2020,B.1.1.4
Scotland/EDB3895/2020,B.1.1.4
Scotland/EDB3892/2020,B.1.1.4
Scotland/EDB3882/2020,B.1.1.4
Scotland/EDB3897/2020,B.1.1.4
Scotland/EDB3894/2020,B.1.1.4
Scotland/EDB3775/2020,B.1.1.4
Scotland/EDB3801/2020,B.1.1.4
Scotland/EDB3842/2020,B.1.1.4
England/CAMB-845D8/2020,B.1.1.4
Scotland/EDB3633/2020,B.1.1.4
Scotland/EDB3652/2020,B.1.1.4
England/LOND-D3A71/2020,B.1.1.4
England/LOND-D3ABD/2020,B.1.1.4
Scotland/EDB2557/2020,B.1.1.4
Scotland/EDB2620/2020,B.1.1.4
Scotland/EDB2361/2020,B.1.1.4
Scotland/EDB2419/2020,B.1.1.4
Scotland/EDB2377/2020,B.1.1.4
England/CAMB-7E8AB/2020,B.1.1.4
England/CAMB-7DF7A/2020,B.1.1.4
Scotland/EDB2136/2020,B.1.1.4
Scotland/EDB2113/2020,B.1.1.4
Scotland/EDB2132/2020,B.1.1.4
England/CAMB-7CB68/2020,B.1.1.4
England/OXON-ACCC6/2020,B.1.1.4
Scotland/EDB1819/2020,B.1.1.4
England/CAMB-7DAC4/2020,B.1.1.4
England/CAMB-7A283/2020,B.1.1.4
England/LOND-D390B/2020,B.1.1.4
England/CAMB-77C3D/2020,B.1.1.4
England/CAMB-759ED/2020,B.1.1.4
England/CAMB-78337/2020,B.1.1.4
England/20140007702/2020,B.1.1.4
England/20146021404/2020,B.1.1.4
England/20142061004/2020,B.1.1.4
England/20139057004/2020,B.1.1.4
England/20139056904/2020,B.1.1.4
