taxon,lineage
Portugal/PT0454/2020,B.1.1.24
Portugal/PT0457/2020,B.1.1.24
Portugal/PT0458/2020,B.1.1.24
Portugal/PT0459/2020,B.1.1.24
Portugal/PT0460/2020,B.1.1.24
Portugal/PT0461/2020,B.1.1.24
Portugal/PT0462/2020,B.1.1.24
Portugal/PT0463/2020,B.1.1.24
Portugal/PT0464/2020,B.1.1.24
Portugal/PT0465/2020,B.1.1.24
Portugal/PT0466/2020,B.1.1.24
Portugal/PT0467/2020,B.1.1.24
Portugal/PT0468/2020,B.1.1.24
Portugal/PT0469/2020,B.1.1.24
Portugal/PT0470a/2020,B.1.1.24
Portugal/PT0471/2020,B.1.1.24
Portugal/PT0472/2020,B.1.1.24
Portugal/PT0581/2020,B.1.1.24
