GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
,Wales/PHWC-330E6/2020,UK,,2020-04-14,16.0,B.1.71,0
,Wales/PHWC-2B746/2020,UK,,2020-04-13,16.0,B.1.71,0
,Wales/PHWC-2B97D/2020,UK,,2020-03-28,13.0,B.1.71,0
,Scotland/EDB2095/2020,UK,,2020-04-18,16.0,B.1.71,0
,Scotland/EDB1813/2020,UK,,2020-04-16,16.0,B.1.71,0
,Scotland/EDB1832/2020,UK,,2020-04-16,16.0,B.1.71,0
,Scotland/EDB1704/2020,UK,,2020-04-15,16.0,B.1.71,0
,Scotland/EDB1671/2020,UK,,2020-04-15,16.0,B.1.71,0
,Wales/PHWC-2A0C4/2020,UK,,2020-04-04,14.0,B.1.71,0
,Wales/PHWC-2A10D/2020,UK,,2020-04-04,14.0,B.1.71,0
,Wales/PHWC-2A0F1/2020,UK,,2020-04-04,14.0,B.1.71,0
,Scotland/EDB1529/2020,UK,,2020-04-13,16.0,B.1.71,0
,Scotland/EDB1511/2020,UK,,2020-04-13,16.0,B.1.71,0
,Scotland/EDB129/2020,UK,,2020-03-23,13.0,B.1.71,1
,Wales/PHWC-27829/2020,UK,,2020-04-01,14.0,B.1.71,0
,Wales/PHWC-28451/2020,UK,,2020-03-28,13.0,B.1.71,0
,Scotland/EDB1118/2020,UK,,2020-04-06,15.0,B.1.71,0
,Scotland/EDB910/2020,UK,,2020-04-06,15.0,B.1.71,0
,Scotland/EDB807/2020,UK,,2020-04-03,14.0,B.1.71,1
,Scotland/EDB367/2020,UK,,2020-03-29,14.0,B.1.71,0
,Scotland/EDB058/2020,UK,,2020-03-18,12.0,B.1.71,1
,Scotland/EDB113/2020,UK,,2020-03-22,13.0,B.1.71,0
