GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_416469,Belgium/SN-03031/2020,Belgium,,2020-03-03,10.0,B.1.p16,1
EPI_ISL_415155,Belgium/VAG-03013/2020,Belgium,,2020-03-01,10.0,B.1.p16,1
EPI_ISL_415154,Belgium/BM-03012/2020,Belgium,Italy,2020-03-01,10.0,B.1.p16,0
EPI_ISL_420331,Belgium/LY-030575/2020,Belgium,,2020-03-05,10.0,B.1.p16,0
EPI_ISL_420342,Belgium/ECC-030686/2020,Belgium,,2020-03-06,10.0,B.1.p16,0
EPI_ISL_420341,Belgium/LM-030685/2020,Belgium,,2020-03-06,10.0,B.1.p16,0
EPI_ISL_420344,Belgium/RJL-030588/2020,Belgium,,2020-03-05,10.0,B.1.p16,0
EPI_ISL_420340,Belgium/MJP-030684/2020,Belgium,,2020-03-06,10.0,B.1.p16,0
EPI_ISL_420335,Belgium/CD-030679/2020,Belgium,,2020-03-06,10.0,B.1.p16,0
EPI_ISL_420337,Belgium/PAN-030681/2020,Belgium,,2020-03-05,10.0,B.1.p16,0
EPI_ISL_420336,Belgium/PA-030680/2020,Belgium,,2020-03-06,10.0,B.1.p16,0
EPI_ISL_420363,Belgium/VNP-0320107/2020,Belgium,,2020-03-20,12.0,B.1.p16,0
EPI_ISL_420360,Belgium/VL-0318104/2020,Belgium,,2020-03-18,12.0,B.1.p16,1
EPI_ISL_420362,Belgium/DA-0319106/2020,Belgium,,2020-03-18,12.0,B.1.p16,0
EPI_ISL_420361,Belgium/GE-0317105/2020,Belgium,,2020-03-17,12.0,B.1.p16,0
EPI_ISL_420357,Belgium/JLJ-0320101/2020,Belgium,,2020-03-20,12.0,B.1.p16,0
EPI_ISL_420445,Belgium/FAE-030948/2020,Belgium,,2020-03-09,11.0,B.1.p16,0
EPI_ISL_420443,Belgium/RA-030445/2020,Belgium,,2020-03-04,10.0,B.1.p16,0
