GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_430058,USA/UT-0511/2020,USA,,2020-04-03,14.0,B.1.p68,0
EPI_ISL_430039,USA/UT-0370/2020,USA,,2020-03-30,14.0,B.1.p68,0
EPI_ISL_430051,USA/UT-0501/2020,USA,,2020-04-02,14.0,B.1.p68,0
EPI_ISL_430057,USA/UT-0510/2020,USA,,2020-04-03,14.0,B.1.p68,1
EPI_ISL_421562,USA/UT-0139/2020,USA,,2020-03-19,12.0,B.1.p68,0
EPI_ISL_435372,USA/UT-0539/2020,USA,,2020-04-02,14.0,B.1.p68,0
EPI_ISL_436922,USA/UT-02222/2020,USA,,2020-04-15,16.0,B.1.p68,0
EPI_ISL_436923,USA/UT-02223/2020,USA,,2020-04-15,16.0,B.1.p68,1
EPI_ISL_436924,USA/UT-02224/2020,USA,,2020-04-15,16.0,B.1.p68,0
EPI_ISL_436932,USA/UT-02235/2020,USA,,2020-04-15,16.0,B.1.p68,0
EPI_ISL_436934,USA/UT-02243/2020,USA,,2020-04-15,16.0,B.1.p68,0
EPI_ISL_436935,USA/UT-02244/2020,USA,,2020-04-14,16.0,B.1.p68,1
EPI_ISL_436938,USA/UT-02247/2020,USA,,2020-04-15,16.0,B.1.p68,0
