taxon,lineage
Denmark/ALAB-SSI425A/2020,B.1.5.8
USA/TX-HMH025/2020,B.1.5.8
USA/TX-HMH026/2020,B.1.5.8
USA/TX-HMH034/2020,B.1.5.8
USA/TX-HMH063/2020,B.1.5.8
USA/TX-HMH073/2020,B.1.5.8
USA/TX-HMH077/2020,B.1.5.8
USA/TX-HMH080/2020,B.1.5.8
USA/TX-HMH093/2020,B.1.5.8
USA/TX-HMH095/2020,B.1.5.8
USA/TX-HMH0100/2020,B.1.5.8
USA/TX-HMH0103/2020,B.1.5.8
USA/TX-HMH0159/2020,B.1.5.8
USA/TX-HMH0160/2020,B.1.5.8
USA/TX-HMH0193/2020,B.1.5.8
USA/TX-HMH0201/2020,B.1.5.8
USA/TX-HMH0203/2020,B.1.5.8
USA/TX-HMH0265/2020,B.1.5.8
USA/TX-HMH0287/2020,B.1.5.8
USA/TX-HMH0353/2020,B.1.5.8
USA/TX-HMH0358/2020,B.1.5.8
USA/TX-HMH0365/2020,B.1.5.8
USA/TX-HMH0367/2020,B.1.5.8
USA/TX-HMH0372/2020,B.1.5.8
USA/TX-HMH0392/2020,B.1.5.8
USA/TX-HMH0397/2020,B.1.5.8
USA/TX-HMH0403/2020,B.1.5.8
USA/TX-HMH0408/2020,B.1.5.8
USA/TX-HMH0415/2020,B.1.5.8
USA/TX-HMH0449/2020,B.1.5.8
Belgium/UGent-68/2020,B.1.5.8
