taxon,lineage
USA/WA-UW-1772/2020,B.1.5
USA/WA-UW-1796/2020,B.1.5
Luxembourg/Lux1/2020,B.1.5
Australia/VIC576/2020,B.1.5
Australia/VIC581/2020,B.1.5
Australia/VIC583/2020,B.1.5
Australia/VIC589/2020,B.1.5
Australia/VIC590/2020,B.1.5
USA/WA-UW-1440/2020,B.1.5
Mexico/CDMX-INER_02/2020,B.1.5
Mexico/CDMX-INER_01/2020,B.1.5
Italy/INMI8/2020,B.1.5
Australia/VIC481/2020,B.1.5
Australia/VIC484/2020,B.1.5
Australia/VIC619/2020,B.1.5
Australia/VIC620/2020,B.1.5
Australia/VIC621/2020,B.1.5
Australia/VIC622/2020,B.1.5
Australia/VIC694/2020,B.1.5
Australia/VIC343/2020,B.1.5
Australia/NT19/2020,B.1.5
Australia/VIC410/2020,B.1.5
Australia/VIC441/2020,B.1.5
Mexico/Puebla-InDRE_05/2020,B.1.5
Iceland/461/2020,B.1.5
Iceland/428/2020,B.1.5
Iceland/524/2020,B.1.5
Spain/Madrid_LP27_2548/2020,B.1.5
Spain/Madrid_LP24_5999/2020,B.1.5
Spain/Madrid_LP30_2226/2020,B.1.5
Spain/Madrid_H12_20/2020,B.1.5
Spain/Madrid_H12_24/2020,B.1.5
Spain/Madrid_H12_23/2020,B.1.5
Spain/Madrid_H12_26/2020,B.1.5
Switzerland/GE5373/2020,B.1.5
Spain/Madrid_H12_31/2020,B.1.5
Spain/Madrid_H12_33/2020,B.1.5
Spain/Madrid_H12_32/2020,B.1.5
Spain/Madrid_LP23_5852/2020,B.1.5
USA/ID-UW-4461/2020,B.1.5
Spain/Madrid_H10_39/2020,B.1.5
Spain/Madrid_H11_40/2020,B.1.5
Spain/Madrid_H5_34/2020,B.1.5
Spain/Madrid_H7_36/2020,B.1.5
Spain/Madrid_H3_10/2020,B.1.5
Russia/StPetersburg-RII4382V/2020,B.1.5
Russia/StPetersburg-RII4384V/2020,B.1.5
Russia/StPetersburg-RII4597S/2020,B.1.5
Russia/StPetersburg-RII4637S/2020,B.1.5
Russia/StPetersburg-RII4649S/2020,B.1.5
Russia/StPetersburg-RII4678S/2020,B.1.5
Switzerland/GE3121/2020,B.1.5
Russia/StPetersburg-RII4144S/2020,B.1.5
Italy/INMI5/2020,B.1.5
Spain/Madrid_H12_3203/2020,B.1.5
Spain/Madrid_H12_2902/2020,B.1.5
Spain/Madrid_H12_3304/2020,B.1.5
Spain/Madrid_H12_3607/2020,B.1.5
Spain/Madrid_H12_3506/2020,B.1.5
Spain/Madrid_H12_3809/2020,B.1.5
Spain/Madrid_H12_3910/2020,B.1.5
Spain/Madrid_H12_4112/2020,B.1.5
USA/NY-NYUMC249/2020,B.1.5
Argentina/PAIS_A004/2020,B.1.5
Argentina/PAIS_A007/2020,B.1.5
Georgia/Tb-712/2020,B.1.5
Panama/328677/2020,B.1.5
USA/WI-UW-02/2020,B.1.5
Spain/Madrid_H12_16/2020,B.1.5
Spain/Madrid-LP33/2020,B.1.5
Luxembourg/LNS9579356/2020,B.1.5
Hungary/mbl1/2020,B.1.5
Iceland/193/2020,B.1.5
Argentina/PAIS_A015/2020,B.1.5
Argentina/PAIS_A013/2020,B.1.5
Iceland/181/2020,B.1.5
Argentina/PAIS_A009/2020,B.1.5
Argentina/PAIS_A008/2020,B.1.5
Turkey/HSGM-8970/2020,B.1.5
Spain/Valencia65/2020,B.1.5
Spain/Valencia63/2020,B.1.5
Spain/Valencia75/2020,B.1.5
Spain/Valencia66/2020,B.1.5
Australia/NSW109/2020,B.1.5
Australia/NSW113/2020,B.1.5
Australia/NSW110/2020,B.1.5
Spain/Valencia1/2020,B.1.5
Australia/NSW114/2020,B.1.5
Spain/Valencia82/2020,B.1.5
Spain/Valencia80/2020,B.1.5
Spain/Valencia79/2020,B.1.5
Spain/Valencia99/2020,B.1.5
Spain/Valencia96/2020,B.1.5
Spain/Valencia91/2020,B.1.5
Spain/Valencia87/2020,B.1.5
Spain/Valencia84/2020,B.1.5
Spain/Valencia83/2020,B.1.5
USA/NY-Wadsworth-16080-01/2020,B.1.5
Russia/Moscow-77627/2020,B.1.5
Russia/Omsk-89001/2020,B.1.5
Mexico/CDMX-INCMNSZ_05/2020,B.1.5
Belgium/UGent-2/2020,B.1.5
Denmark/SSI-101/2020,B.1.5
USA/NY-WCMP12E01P/2020,B.1.5
Australia/NSW111/2020,B.1.5
Australia/NSW112/2020,B.1.5
Russia/Sverdlovsk-82904/2020,B.1.5
Russia/Pskov-83602/2020,B.1.5
USA/RI_0556/2020,B.1.5
Russia/StPetersburg-RII6031S/2020,B.1.5
Russia/StPetersburg-RII6027S/2020,B.1.5
Russia/StPetersburg-RII6053S/2020,B.1.5
Russia/StPetersburg-RII6061S/2020,B.1.5
Thailand/Bangkok-0043/2020,B.1.5
Australia/VIC114/2020,B.1.5
Finland/14M77/2020,B.1.5
Finland/14M14/2020,B.1.5
Finland/14M13/2020,B.1.5
Russia/StPetersburg-RII5942S/2020,B.1.5
Russia/StPetersburg-RII5244S/2020,B.1.5
Russia/StPetersburg-RII4949S/2020,B.1.5
Russia/StPetersburg-RII4937S/2020,B.1.5
Spain/Vircell001/2020,B.1.5
Denmark/ALAB-HH26/2020,B.1.5
Denmark/ALAB-HH29/2020,B.1.5
Australia/VIC154/2020,B.1.5
Luxembourg/LNS0000001/2020,B.1.5
USA/RI_0520/2020,B.1.5
Luxembourg/LNS1874423/2020,B.1.5
Spain/Irsi-04/2020,B.1.5
Hungary/mbl2/2020,B.1.5
Spain/Madrid_H8_37/2020,B.1.5
Spain/Valencia16/2020,B.1.5
Spain/Madrid201442/2020,B.1.5
Austria/CeMM0020/2020,B.1.5
Spain/Valencia13/2020,B.1.5
USA/CA-CZB067/2020,B.1.5
USA/UT-0447/2020,B.1.5
Finland/13M19/2020,B.1.5
USA/UT-084/2020,B.1.5
Austria/CeMM0008/2020,B.1.5
Austria/CeMM0011/2020,B.1.5
Austria/CeMM0016/2020,B.1.5
Spain/Galicia201663/2020,B.1.5
Austria/CeMM0006/2020,B.1.5
Australia/VIC1062/2020,B.1.5
Spain/VH000001133/2020,B.1.5
Iceland/228/2020,B.1.5
Australia/VIC1014/2020,B.1.5
Australia/VIC1013/2020,B.1.5
Australia/VIC1011/2020,B.1.5
Belgium/RS-030257/2020,B.1.5
USA/WA-UW-4677/2020,B.1.5
Brazil/CV31/2020,B.1.5
Iceland/318/2020,B.1.5
Iceland/310/2020,B.1.5
Australia/VIC278/2020,B.1.5
Denmark/ALAB-SSI101/2020,B.1.5
Australia/VIC300/2020,B.1.5
Denmark/ALAB-HH74/2020,B.1.5
Denmark/ALAB-HH84/2020,B.1.5
Denmark/ALAB-SSI396/2020,B.1.5
Australia/VIC997/2020,B.1.5
Norway/1526/2020,B.1.5
USA/NY-NYUMC383/2020,B.1.5
Australia/NSW47/2020,B.1.5
USA/NY-PV09122/2020,B.1.5
USA/NY-PV09115/2020,B.1.5
Spain/Madrid_H12_2410/2020,B.1.5
Spain/Madrid_H12_2309/2020,B.1.5
Spain/Madrid_H12_2107/2020,B.1.5
Spain/Madrid_H12_2208/2020,B.1.5
Spain/Madrid_H12_1905/2020,B.1.5
Spain/Madrid_H12_2006/2020,B.1.5
Spain/Madrid_H12_1703/2020,B.1.5
Spain/Madrid_H12_1804/2021,B.1.5
Spain/Madrid_H12_1301/2020,B.1.5
Spain/Madrid_H12_1502/2020,B.1.5
Netherlands/NA_127/2020,B.1.5
Taiwan/CGMH-CGU-15/2020,B.1.5
USA/PA_1802/2020,B.1.5
Zhejiang/HZ103/2020,B.1.5
Taiwan/NTU16/2020,B.1.5
Portugal/PT0024/2020,B.1.5
Belgium/VNP-0320107/2020,B.1.5
Netherlands/ZuidHolland_61/2020,B.1.5
Netherlands/ZuidHolland_80/2020,B.1.5
Netherlands/ZuidHolland_76/2020,B.1.5
Netherlands/ZuidHolland_71/2020,B.1.5
Luxembourg/LNS0814536/2020,B.1.5
Netherlands/NA_184/2020,B.1.5
Spain/Valencia51/2020,B.1.5
Spain/Valencia50/2020,B.1.5
Spain/Valencia49/2020,B.1.5
Netherlands/NA_257/2020,B.1.5
Spain/Valencia42/2020,B.1.5
Spain/Valencia41/2020,B.1.5
Spain/Valencia43/2020,B.1.5
Netherlands/NA_249/2020,B.1.5
USA/VA-DCLS-0045/2020,B.1.5
USA/VA-DCLS-0044/2020,B.1.5
USA/VA-DCLS-0043/2020,B.1.5
Spain/Valencia52/2020,B.1.5
Spain/Valencia48/2020,B.1.5
Spain/Valencia46/2020,B.1.5
France/CVL3365/2020,B.1.5
Spain/Madrid201709/2020,B.1.5
Spain/Madrid201706/2020,B.1.5
Portugal/PT0067/2020,B.1.5
Portugal/PT0092/2020,B.1.5
Portugal/PT0089/2020,B.1.5
Portugal/PT0088/2020,B.1.5
Belgium/UGent-37/2020,B.1.5
Belgium/ITM_C233/2020,B.1.5
Greece/38/2020,B.1.5
Costa_Rica/01/2020,B.1.5
Costa_Rica/02/2020,B.1.5
Sweden/20-06071/2020,B.1.5
USA/TX-HMH04/2020,B.1.5
USA/UT-092/2020,B.1.5
USA/UT-0894/2020,B.1.5
Hungary/SRC-00066/2020,B.1.5
Hungary/MBL-002/2020,B.1.5
Hungary/MBL-464/2020,B.1.5
Hungary/MBL-465/2020,B.1.5
Hungary/MBL-469/2020,B.1.5
Hungary/SRC-1788lc/2020,B.1.5
Australia/QLDID935/2020,B.1.5
Spain/Valencia100/2020,B.1.5
Spain/Valencia103/2020,B.1.5
Spain/Valencia110/2020,B.1.5
Spain/Valencia122/2020,B.1.5
Spain/Valencia129/2020,B.1.5
Spain/Valencia134/2020,B.1.5
Spain/Valencia135/2020,B.1.5
Spain/Valencia138/2020,B.1.5
Spain/Valencia140/2020,B.1.5
Spain/Valencia142/2020,B.1.5
Spain/Valencia147/2020,B.1.5
Spain/Valencia148/2020,B.1.5
Spain/Valencia149/2020,B.1.5
Spain/Valencia150/2020,B.1.5
Spain/Valencia152/2020,B.1.5
Spain/Valencia155/2020,B.1.5
Spain/Valencia156/2020,B.1.5
Spain/Valencia157/2020,B.1.5
Spain/Valencia163/2020,B.1.5
Spain/Valencia167/2020,B.1.5
Spain/Valencia172/2020,B.1.5
Spain/Valencia173/2020,B.1.5
Spain/Valencia174/2020,B.1.5
Spain/Valencia177/2020,B.1.5
Spain/Valencia179/2020,B.1.5
Spain/Valencia180/2020,B.1.5
Spain/Valencia182/2020,B.1.5
Spain/Valencia183/2020,B.1.5
Spain/Valencia188/2020,B.1.5
Spain/Valencia190/2020,B.1.5
Spain/Valencia191/2020,B.1.5
Spain/Valencia192/2020,B.1.5
Spain/Valencia194/2020,B.1.5
Spain/Valencia195/2020,B.1.5
Spain/Valencia197/2020,B.1.5
Spain/Valencia202/2020,B.1.5
Spain/Valencia204/2020,B.1.5
Spain/Valencia205/2020,B.1.5
Spain/Valencia206/2020,B.1.5
Spain/Valencia207/2020,B.1.5
Spain/Valencia214/2020,B.1.5
Spain/Valencia215/2020,B.1.5
Spain/Valencia219/2020,B.1.5
Spain/Valencia220/2020,B.1.5
Spain/Valencia221/2020,B.1.5
Spain/Valencia222/2020,B.1.5
Spain/Valencia223/2020,B.1.5
Spain/Valencia224/2020,B.1.5
Spain/Valencia226/2020,B.1.5
Spain/Valencia227/2020,B.1.5
Spain/Valencia228/2020,B.1.5
Spain/Valencia234/2020,B.1.5
Spain/Valencia235/2020,B.1.5
