taxon,lineage
Scotland/CVR2191/2020,B.1.93
Scotland/CVR2322/2020,B.1.93
Scotland/CVR2568/2020,B.1.93
Scotland/CVR2520/2020,B.1.93
Scotland/CVR2628/2020,B.1.93
Scotland/CVR2575/2020,B.1.93
Scotland/CVR2688/2020,B.1.93
Scotland/CVR2523/2020,B.1.93
Scotland/CVR2708/2020,B.1.93
Scotland/CVR2358/2020,B.1.93
Scotland/CVR2538/2020,B.1.93
Scotland/CVR2297/2020,B.1.93
Scotland/CVR2653/2020,B.1.93
Scotland/CVR2429/2020,B.1.93
Scotland/CVR2355/2020,B.1.93
Scotland/CVR2602/2020,B.1.93
Scotland/CVR2616/2020,B.1.93
Scotland/CVR2563/2020,B.1.93
Scotland/CVR2326/2020,B.1.93
England/NORT-284442/2020,B.1.93
Scotland/EDB6065/2020,B.1.93
Scotland/EDB6098/2020,B.1.93
Scotland/EDB6096/2020,B.1.93
Scotland/EDB6085/2020,B.1.93
Scotland/EDB6064/2020,B.1.93
Scotland/EDB6070/2020,B.1.93
Scotland/EDB6078/2020,B.1.93
Scotland/EDB6088/2020,B.1.93
Scotland/EDB6062/2020,B.1.93
Scotland/EDB6094/2020,B.1.93
Scotland/EDB6081/2020,B.1.93
Scotland/EDB6066/2020,B.1.93
Scotland/EDB6090/2020,B.1.93
Scotland/EDB6118/2020,B.1.93
Scotland/EDB6109/2020,B.1.93
Scotland/EDB6123/2020,B.1.93
Scotland/EDB6100/2020,B.1.93
Scotland/EDB6113/2020,B.1.93
Scotland/EDB6121/2020,B.1.93
Scotland/EDB6108/2020,B.1.93
Scotland/EDB6124/2020,B.1.93
Scotland/EDB6099/2020,B.1.93
Scotland/EDB6120/2020,B.1.93
Scotland/CVR2176/2020,B.1.93
Scotland/CVR2712/2020,B.1.93
Scotland/EDB6174/2020,B.1.93
Scotland/EDB6168/2020,B.1.93
Scotland/EDB6165/2020,B.1.93
Scotland/EDB6160/2020,B.1.93
Scotland/EDB6176/2020,B.1.93
Scotland/EDB6164/2020,B.1.93
Scotland/EDB6167/2020,B.1.93
Scotland/EDB6152/2020,B.1.93
Scotland/EDB6127/2020,B.1.93
Scotland/EDB6131/2020,B.1.93
Scotland/EDB6147/2020,B.1.93
Scotland/EDB6128/2020,B.1.93
Scotland/EDB6148/2020,B.1.93
Scotland/EDB6153/2020,B.1.93
Scotland/CVR2713/2020,B.1.93
Scotland/CVR2715/2020,B.1.93
Scotland/CVR3839/2020,B.1.93
England/OXON-B2119/2020,B.1.93
Scotland/CVR3799/2020,B.1.93
Scotland/CVR3802/2020,B.1.93
Scotland/CVR3803/2020,B.1.93
Scotland/CVR2117/2020,B.1.93
Scotland/CVR3761/2020,B.1.93
Scotland/CVR3823/2020,B.1.93
Scotland/CVR3806/2020,B.1.93
Scotland/CVR3818/2020,B.1.93
Scotland/CVR3804/2020,B.1.93
Scotland/CVR3812/2020,B.1.93
Scotland/CVR3828/2020,B.1.93
Scotland/CVR3794/2020,B.1.93
Scotland/CVR3821/2020,B.1.93
Scotland/CVR3814/2020,B.1.93
Scotland/CVR3790/2020,B.1.93
Scotland/CVR3797/2020,B.1.93
Scotland/CVR3820/2020,B.1.93
Scotland/CVR3825/2020,B.1.93
Scotland/CVR3788/2020,B.1.93
Scotland/CVR2383/2020,B.1.93
Scotland/CVR2330/2020,B.1.93
Scotland/CVR2457/2020,B.1.93
Scotland/CVR2327/2020,B.1.93
Scotland/CVR2271/2020,B.1.93
Scotland/CVR2180/2020,B.1.93
Scotland/CVR2093/2020,B.1.93
Scotland/CVR2699/2020,B.1.93
Scotland/CVR2480/2020,B.1.93
Scotland/CVR3676/2020,B.1.93
Scotland/EDB3046/2020,B.1.93
Scotland/EDB3269/2020,B.1.93
Scotland/EDB3292/2020,B.1.93
Scotland/EDB2956/2020,B.1.93
Scotland/EDB3294/2020,B.1.93
Scotland/EDB2917/2020,B.1.93
Scotland/EDB2740/2020,B.1.93
Scotland/EDB2707/2020,B.1.93
Scotland/EDB2874/2020,B.1.93
Scotland/EDB2960/2020,B.1.93
Scotland/EDB3227/2020,B.1.93
Scotland/EDB2773/2020,B.1.93
Scotland/EDB3073/2020,B.1.93
Scotland/EDB3093/2020,B.1.93
Scotland/EDB3188/2020,B.1.93
Scotland/EDB3271/2020,B.1.93
Scotland/EDB3183/2020,B.1.93
Scotland/EDB2733/2020,B.1.93
Scotland/EDB3075/2020,B.1.93
Scotland/EDB3280/2020,B.1.93
Scotland/EDB2885/2020,B.1.93
Scotland/EDB3031/2020,B.1.93
Scotland/EDB3186/2020,B.1.93
Scotland/EDB3002/2020,B.1.93
