taxon,lineage
Netherlands/NA_314/2020,B.1.78
Netherlands/NA_306/2020,B.1.78
Netherlands/NA_283/2020,B.1.78
Netherlands/NA_153/2020,B.1.78
Netherlands/Utrecht_10023/2020,B.1.78
Netherlands/Utrecht_10027/2020,B.1.78
Netherlands/Utrecht_10031/2020,B.1.78
Netherlands/Flevoland_4/2020,B.1.78
Netherlands/NA_451/2020,B.1.78
Netherlands/NA_455/2020,B.1.78
Netherlands/NA_476/2020,B.1.78
Netherlands/NA_483/2020,B.1.78
Netherlands/NA_488/2020,B.1.78
Netherlands/NA_497/2020,B.1.78
Netherlands/NA_501/2020,B.1.78
Netherlands/NA_503/2020,B.1.78
Netherlands/NA_511/2020,B.1.78
Netherlands/NA_512/2020,B.1.78
Netherlands/NA_513/2020,B.1.78
Netherlands/NA_515/2020,B.1.78
Netherlands/NA_521/2020,B.1.78
Netherlands/NA_600/2020,B.1.78
Netherlands/NA_601/2020,B.1.78
Netherlands/NA_608/2020,B.1.78
Netherlands/NA_615/2020,B.1.78
Netherlands/NA_625/2020,B.1.78
Netherlands/NoordHolland_12/2020,B.1.78
Netherlands/NoordHolland_13/2020,B.1.78
Netherlands/Overijssel_10/2020,B.1.78
Netherlands/Overijssel_16/2020,B.1.78
Netherlands/Overijssel_7/2020,B.1.78
Netherlands/Flevoland_10/2020,B.1.78
Netherlands/Friesland_31/2020,B.1.78
Netherlands/Friesland_41/2020,B.1.78
Netherlands/NA_649/2020,B.1.78
Netherlands/NA_699/2020,B.1.78
Netherlands/NoordHolland_18/2020,B.1.78
Netherlands/NoordHolland_25/2020,B.1.78
Netherlands/NoordHolland_26/2020,B.1.78
Netherlands/NoordHolland_33/2020,B.1.78
Netherlands/ZuidHolland_137/2020,B.1.78
Netherlands/ZuidHolland_138/2020,B.1.78
Netherlands/ZuidHolland_169/2020,B.1.78
Netherlands/ZuidHolland_171/2020,B.1.78
Netherlands/ZuidHolland_188/2020,B.1.78
Netherlands/ZuidHolland_196/2020,B.1.78
Netherlands/ZuidHolland_200/2020,B.1.78
Northern_Ireland/NIRE-1022CB/2020,B.1.78
