taxon,lineage
Wales/PHWC-164810/2020,B.1.122
Wales/PHWC-16393C/2020,B.1.122
Wales/PHWC-160AE1/2020,B.1.122
Wales/PHWC-160DAC/2020,B.1.122
Wales/PHWC-160674/2020,B.1.122
Wales/PHWC-160A87/2020,B.1.122
Wales/PHWC-15E390/2020,B.1.122
Wales/PHWC-15E424/2020,B.1.122
Wales/PHWC-3264F/2020,B.1.122
Wales/PHWC-34786/2020,B.1.122
Wales/PHWC-31FFA/2020,B.1.122
Wales/PHWC-320F6/2020,B.1.122
Wales/PHWC-31C8A/2020,B.1.122
Wales/PHWC-3167D/2020,B.1.122
Wales/PHWC-28C59/2020,B.1.122
Wales/PHWC-2B421/2020,B.1.122
Wales/PHWC-2B782/2020,B.1.122
Wales/PHWC-29D82/2020,B.1.122
Wales/PHWC-2B078/2020,B.1.122
