taxon,lineage
USA/UT-0896/2020,B.1.112
USA/UT-01220/2020,B.1.112
USA/UT-02218/2020,B.1.112
USA/UT-02220/2020,B.1.112
USA/UT-02229/2020,B.1.112
USA/UT-02232/2020,B.1.112
USA/UT-03882/2020,B.1.112
USA/UT-03911/2020,B.1.112
USA/UT-03909/2020,B.1.112
USA/UT-03889/2020,B.1.112
USA/UT-03879/2020,B.1.112
USA/UT-03878/2020,B.1.112
USA/UT-03876/2020,B.1.112
USA/UT-01237/2020,B.1.112
USA/UT-01236/2020,B.1.112
USA/UT-01234/2020,B.1.112
USA/UT-01675/2020,B.1.112
USA/UT-01901/2020,B.1.112
USA/UT-01677/2020,B.1.112
USA/UT-01679/2020,B.1.112
USA/UT-01683/2020,B.1.112
USA/UT-01686/2020,B.1.112
USA/UT-01687/2020,B.1.112
USA/UT-01689/2020,B.1.112
USA/UT-01693/2020,B.1.112
USA/UT-01694/2020,B.1.112
USA/UT-01892/2020,B.1.112
USA/UT-01893/2020,B.1.112
USA/UT-01894/2020,B.1.112
USA/UT-01895/2020,B.1.112
USA/UT-01896/2020,B.1.112
USA/UT-02004/2020,B.1.112
USA/UT-01919/2020,B.1.112
USA/UT-01920/2020,B.1.112
USA/UT-01923/2020,B.1.112
USA/UT-03892/2020,B.1.112
USA/UT-03893/2020,B.1.112
USA/UT-03899/2020,B.1.112
USA/UT-03901/2020,B.1.112
USA/UT-03904/2020,B.1.112
USA/UT-03906/2020,B.1.112
USA/UT-03912/2020,B.1.112
USA/UT-03914/2020,B.1.112
USA/UT-03945/2020,B.1.112
USA/UT-01898/2020,B.1.112
USA/UT-02134/2020,B.1.112
USA/UT-03186/2020,B.1.112
USA/UT-03851/2020,B.1.112
