taxon,lineage
Chile/Temuco_9/2020,B.1.110
Chile/Santiago-05015/2020,B.1.110
Chile/EstacionCentral-26347/2020,B.1.110
Chile/Santiago_72/2020,B.1.110
USA/WI-UW-269/2020,B.1.110
Chile/Santiago_81/2020,B.1.110
Chile/Santiago_61/2020,B.1.110
Chile/Santiago_64/2020,B.1.110
Chile/Santiago_25/2020,B.1.110
Chile/Santiago_31/2020,B.1.110
Chile/Santiago_49/2020,B.1.110
Chile/Santiago_67/2020,B.1.110
Australia/NT10/2020,B.1.110
Australia/SAP207/2020,B.1.110
Chile/Santiago_37/2020,B.1.110
Chile/Temuco_2/2020,B.1.110
Chile/Punta_Arenas_16/2020,B.1.110
USA/CA-CZB-1579/2020,B.1.110
Chile/Puerto_Montt_3/2020,B.1.110
Chile/Temuco_5/2020,B.1.110
Chile/Temuco_13/2020,B.1.110
Chile/Temuco_3/2020,B.1.110
USA/CA-CZB-1597/2020,B.1.110
USA/CA-CZB-1592/2020,B.1.110
USA/CA-CZB-1596/2020,B.1.110
Chile/Temuco_4/2020,B.1.110
Chile/Santiago_58/2020,B.1.110
USA/CA-CZB-1627/2020,B.1.110
USA/FL_7169/2020,B.1.110
USA/CA-SR0177/2020,B.1.110
Chile/Punta_Arenas_8/2020,B.1.110
Chile/Rancagua_7/2020,B.1.110
Chile/Concepcion_3/2020,B.1.110
Chile/Temuco_6/2020,B.1.110
Chile/Temuco_8/2020,B.1.110
Chile/Temuco_11/2020,B.1.110
Chile/Temuco_12/2020,B.1.110
USA/MN-MDH-106/2020,B.1.110
USA/FL-BPHL-018/2020,B.1.110
USA/FL-UF-15/2020,B.1.110
Chile/Temuco_7/2020,B.1.110
Chile/Temuco_10/2020,B.1.110
USA/CA-CZB-1346/2020,B.1.110
USA/CA-CZB-1101/2020,B.1.110
USA/CA-CZB-1094/2020,B.1.110
USA/CA-CZB-1095/2020,B.1.110
USA/CA-CZB-1274/2020,B.1.110
USA/CA-CZB-1103/2020,B.1.110
USA/CA-CZB-1109/2020,B.1.110
USA/CA-CZB-1119/2020,B.1.110
USA/CA-CZB-1146/2020,B.1.110
USA/CA-CZB-1354/2020,B.1.110
USA/FL_1177/2020,B.1.110
USA/CA-CZB-1423/2020,B.1.110
USA/CA-CZB-1424/2020,B.1.110
USA/CA-CZB-1431/2020,B.1.110
USA/UT-QDX-65/2020,B.1.110
