taxon,lineage
Scotland/GCVR-1700A0/2020,B.1.89
Scotland/EDB2097/2020,B.1.89
Scotland/GCVR-171670/2020,B.1.89
Scotland/EDB704/2020,B.1.89
Scotland/EDB218/2020,B.1.89
Scotland/EDB1067/2020,B.1.89
Scotland/EDB949/2020,B.1.89
Scotland/EDB1156/2020,B.1.89
Scotland/EDB309/2020,B.1.89
Scotland/EDB763/2020,B.1.89
Scotland/EDB1157/2020,B.1.89
Scotland/EDB948/2020,B.1.89
Scotland/EDB1641/2020,B.1.89
Scotland/EDB1642/2020,B.1.89
Scotland/EDB285/2020,B.1.89
Scotland/EDB291/2020,B.1.89
Scotland/EDB3906/2020,B.1.89
Scotland/EDB3576/2020,B.1.89
Scotland/EDB2579/2020,B.1.89
Scotland/EDB2244/2020,B.1.89
Scotland/EDB1730/2020,B.1.89
Scotland/EDB1431/2020,B.1.89
Scotland/EDB1220/2020,B.1.89
Scotland/EDB973/2020,B.1.89
Scotland/EDB1062/2020,B.1.89
Scotland/EDB707/2020,B.1.89
Scotland/EDB889/2020,B.1.89
Scotland/EDB555/2020,B.1.89
Scotland/EDB407/2020,B.1.89
Scotland/EDB420/2020,B.1.89
Scotland/EDB214/2020,B.1.89
Scotland/EDB216/2020,B.1.89
Scotland/EDB283/2020,B.1.89
Scotland/EDB288/2020,B.1.89
Scotland/EDB103/2020,B.1.89
Scotland/EDB310/2020,B.1.89
Scotland/EDB215/2020,B.1.89
Scotland/EDB804/2020,B.1.89
Scotland/EDB6591/2020,B.1.89
Scotland/EDB600/2020,B.1.89
Scotland/EDB764/2020,B.1.89
Scotland/CVR718/2020,B.1.89
Scotland/CVR2222/2020,B.1.89
Scotland/EDB4382/2020,B.1.89
Scotland/EDB362/2020,B.1.89
Scotland/EDB375/2020,B.1.89
Scotland/EDB1965/2020,B.1.89
Scotland/EDB295/2020,B.1.89
Scotland/EDB213/2020,B.1.89
Scotland/EDB286/2020,B.1.89
Scotland/EDB608/2020,B.1.89
Scotland/EDB290/2020,B.1.89
Scotland/EDB816/2020,B.1.89
Scotland/EDB554/2020,B.1.89
Scotland/EDB294/2020,B.1.89
Scotland/EDB397/2020,B.1.89
Scotland/EDB808/2020,B.1.89
Scotland/EDB219/2020,B.1.89
Scotland/EDB194/2020,B.1.89
Scotland/EDB287/2020,B.1.89
Scotland/EDB1117/2020,B.1.89
Scotland/EDB181/2020,B.1.89
Scotland/EDB890/2020,B.1.89
Scotland/EDB3573/2020,B.1.89
Scotland/EDB3574/2020,B.1.89
Scotland/EDB212/2020,B.1.89
Scotland/EDB945/2020,B.1.89
Scotland/EDB1964/2020,B.1.89
Scotland/EDB1640/2020,B.1.89
Scotland/EDB1566/2020,B.1.89
Scotland/EDB1404/2020,B.1.89
Scotland/EDB805/2020,B.1.89
Scotland/EDB1310/2020,B.1.89
Scotland/EDB1693/2020,B.1.89
