GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_419892,Australia/VIC196/2020,Australia,,2020-03-19,12.0,B.1.13,1
EPI_ISL_419897,Australia/VIC202/2020,Australia,,2020-03-19,12.0,B.1.13,0
EPI_ISL_420876,Australia/VIC-CBA2/2020,Australia,,2020-03-24,13.0,B.1.13,0
EPI_ISL_419811,Australia/VIC99/2020,Australia,,2020-03-16,12.0,B.1.13,1
EPI_ISL_427081,Australia/VIC807/2020,Australia,,2020-03-24,13.0,B.1.13,0
EPI_ISL_427088,Australia/VIC815/2020,Australia,,2020-04-02,14.0,B.1.13,0
EPI_ISL_419998,Australia/VIC307/2020,Australia,,2020-03-23,13.0,B.1.13,0
EPI_ISL_416517,Australia/VIC11/2020,Australia,,2020-03-16,12.0,B.1.13,0
EPI_ISL_428930,Poland/PL_P7/2020,Poland,,2020-03-29,14.0,B.1.13,0
EPI_ISL_430066,Australia/VIC-CBA6/2020,Australia,,2020-04-08,15.0,B.1.13,0
EPI_ISL_430503,Australia/VIC1213/2020,Australia,,2020-04-01,14.0,B.1.13,0
EPI_ISL_430502,Australia/VIC1212/2020,Australia,,2020-04-01,14.0,B.1.13,0
EPI_ISL_434930,USA/TX-HMH0314/2020,USA,,2020-03-28,13.0,B.1.13,0
,Wales/PHWC-3420D/2020,UK,,2020-04-17,16.0,B.1.13,0
,Wales/PHWC-3308C/2020,UK,,2020-04-14,16.0,B.1.13,0
,Wales/PHWC-344BC/2020,UK,,2020-04-18,16.0,B.1.13,0
,England/CAMB-1AFFAB/2020,UK,,2020-05-07,19.0,B.1.13,0
,England/CAMB-1AEC0F/2020,UK,,2020-05-05,19.0,B.1.13,0
,England/LOND-D3DB4/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/LIVE-9A706/2020,UK,,2020-03-30,14.0,B.1.13,0
,England/LIVE-9C731/2020,UK,,2020-04-01,14.0,B.1.13,0
,Wales/PHWC-2E2BB/2020,UK,,2020-04-16,16.0,B.1.13,0
,Wales/PHWC-324BE/2020,UK,,2020-04-13,16.0,B.1.13,0
,Wales/PHWC-311E5/2020,UK,,2020-04-10,15.0,B.1.13,0
,Wales/PHWC-30E67/2020,UK,,2020-04-09,15.0,B.1.13,0
,England/CAMB-1AB789/2020,UK,,2020-04-28,18.0,B.1.13,0
,England/CAMB-8463F/2020,UK,,2020-04-27,18.0,B.1.13,0
,England/CAMB-838B2/2020,UK,,2020-04-15,16.0,B.1.13,0
,England/CAMB-82482/2020,UK,,2020-04-14,16.0,B.1.13,0
,England/CAMB-84462/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-84453/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-832D2/2020,UK,,2020-04-15,16.0,B.1.13,0
,England/CAMB-845F6/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-83418/2020,UK,,2020-04-14,16.0,B.1.13,0
,England/CAMB-84347/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-1AA456/2020,UK,,2020-04-17,16.0,B.1.13,0
,England/CAMB-1AA553/2020,UK,,2020-04-17,16.0,B.1.13,0
,England/CAMB-844AE/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-1AA31D/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/CAMB-839BF/2020,UK,,2020-04-15,16.0,B.1.13,0
,England/CAMB-839FB/2020,UK,,2020-04-16,16.0,B.1.13,0
,England/BRIS-1258DF/2020,UK,,2020-03-29,14.0,B.1.13,0
,England/BRIS-125110/2020,UK,,2020-03-25,13.0,B.1.13,0
,England/BRIS-1251A7/2020,UK,,2020-03-25,13.0,B.1.13,0
,England/BRIS-1255C9/2020,UK,,2020-03-28,13.0,B.1.13,0
,England/BRIS-125198/2020,UK,,2020-03-25,13.0,B.1.13,0
,England/BRIS-12571E/2020,UK,,2020-03-27,13.0,B.1.13,0
,England/BRIS-12523B/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/BRIS-12515C/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/BRIS-1250AA/2020,UK,,2020-03-27,13.0,B.1.13,0
,England/BRIS-124CF2/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/BRIS-125189/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/BRIS-125D94/2020,UK,,2020-03-30,14.0,B.1.13,0
,England/LOND-D3E84/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/LOND-D3EB1/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/PHEC-1FEE6/2020,UK,,2020-04-21,17.0,B.1.13,0
,England/OXON-AE5D8/2020,UK,,2020-04-12,16.0,B.1.13,0
,Scotland/CVR1560/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/CAMB-7EDBB/2020,UK,,2020-04-06,15.0,B.1.13,0
,England/CAMB-80CC8/2020,UK,,2020-04-10,15.0,B.1.13,0
,England/CAMB-7E850/2020,UK,,2020-04-07,15.0,B.1.13,0
,England/CAMB-81C9A/2020,UK,,2020-04-12,16.0,B.1.13,0
,England/CAMB-813C2/2020,UK,,2020-04-10,15.0,B.1.13,0
,England/PHEC-2076F/2020,UK,,2020-04-09,15.0,B.1.13,0
,England/CAMB-8118C/2020,UK,,2020-04-20,17.0,B.1.13,0
,England/BRIS-1232D3/2020,UK,,2020-04-05,15.0,B.1.13,0
,England/BRIS-1239ED/2020,UK,,2020-04-07,15.0,B.1.13,0
,England/BRIS-1237F2/2020,UK,,2020-04-06,15.0,B.1.13,0
,England/PHEC-1F569/2020,UK,,2020-03-25,13.0,B.1.13,0
,England/PHEC-1F5F0/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/PHEC-1F5E1/2020,UK,,2020-03-26,13.0,B.1.13,0
,England/CAMB-7BB87/2020,UK,,2020-04-05,15.0,B.1.13,0
,England/CAMB-7C728/2020,UK,,2020-04-06,15.0,B.1.13,0
,England/CAMB-7BBD2/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/CAMB-7DDCB/2020,UK,,2020-04-07,15.0,B.1.13,0
,England/CAMB-7BB96/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/CAMB-7DBEF/2020,UK,,2020-04-07,15.0,B.1.13,0
,England/CAMB-7CE50/2020,UK,,2020-04-05,15.0,B.1.13,0
,England/CAMB-7BB2D/2020,UK,,2020-04-03,14.0,B.1.13,0
,England/CAMB-7C47C/2020,UK,,2020-04-04,14.0,B.1.13,0
,England/CAMB-7B783/2020,UK,,2020-04-03,14.0,B.1.13,0
,England/CAMB-7C61C/2020,UK,,2020-04-05,15.0,B.1.13,0
,England/CAMB-7B8EA/2020,UK,,2020-04-04,14.0,B.1.13,0
