taxon,lineage
USA/NY-WCMP10H04P/2020,B.1.29
USA/NY-WCMP10C04P/2020,B.1.29
USA/NY-NYUMC350/2020,B.1.29
USA/NY-PV09164/2020,B.1.29
Australia/VIC633/2020,B.1.29
USA/AZ-TG273294/2020,B.1.29
USA/AZ-TG273300/2020,B.1.29
USA/AZ-TG273302/2020,B.1.29
USA/AZ-TG273308/2020,B.1.29
USA/AZ-TG273314/2020,B.1.29
USA/AZ-TG273310/2020,B.1.29
USA/NY-NYUMC282/2020,B.1.29
USA/WI-GMF-02728/2020,B.1.29
USA/MN-GMF-02870/2020,B.1.29
USA/WI-GMF-06001/2020,B.1.29
USA/WI-GMF-01828/2020,B.1.29
USA/WI-GMF-00921/2020,B.1.29
USA/WI-GMF-03151/2020,B.1.29
USA/WI-GMF-02274/2020,B.1.29
USA/WI-GMF-01901/2020,B.1.29
USA/WI-GMF-01047/2020,B.1.29
USA/WI-GMF-00744/2020,B.1.29
USA/IA-GMF-M00005/2020,B.1.29
USA/WI-GMF-01455/2020,B.1.29
USA/WI-GMF-01535/2020,B.1.29
USA/WI-GMF-00707/2020,B.1.29
USA/WI-GMF-01534/2020,B.1.29
USA/IA-GMF-02699/2020,B.1.29
USA/WI-GMF-01158/2020,B.1.29
USA/WI-GMF-01316/2020,B.1.29
USA/WI-GMF-01159/2020,B.1.29
USA/WI-GMF-03710/2020,B.1.29
USA/WI-GMF-03823/2020,B.1.29
USA/WI-GMF-01551/2020,B.1.29
USA/WI-GMF-01591/2020,B.1.29
