GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_424341,USA/WA-UW-2008/2020,USA,,2020-03-24,13.0,B.1.38,1
EPI_ISL_424186,USA/WA-UW-1644/2020,USA,,2020-03-20,12.0,B.1.38,0
EPI_ISL_418954,USA/WA-UW389/2020,USA,,2020-03-17,12.0,B.1.38,0
EPI_ISL_427192,USA/WA-UW-3844/2020,USA,,2020-03-25,13.0,B.1.38,0
EPI_ISL_427267,USA/WA-UW-4337/2020,USA,,2020-03-30,14.0,B.1.38,0
EPI_ISL_430912,USA/WA-UW-5629/2020,USA,,2020-04-08,15.0,B.1.38,0
EPI_ISL_430874,USA/WA-UW-5190/2020,USA,,2020-04-01,14.0,B.1.38,0
EPI_ISL_429603,USA/WA-UW-4565/2020,USA,,2020-03-30,14.0,B.1.38,0
EPI_ISL_434158,USA/WA-S398/2020,USA,,2020-03-30,14.0,B.1.38,0
EPI_ISL_434168,USA/WA-S408/2020,USA,,2020-03-30,14.0,B.1.38,0
EPI_ISL_434195,USA/WA-S435/2020,USA,,2020-03-30,14.0,B.1.38,0
EPI_ISL_427620,USA/AK-PHL101/2020,USA,,2020-04-04,14.0,B.1.38,1
EPI_ISL_436464,USA/AK-PHL152/2020,USA,,2020-04-07,15.0,B.1.38,1
EPI_ISL_435442,USA/AK-PHL153/2020,USA,,2020-04-07,15.0,B.1.38,0
EPI_ISL_435444,USA/AK-PHL193/2020,USA,,2020-04-09,15.0,B.1.38,0
EPI_ISL_437515,USA/AK-PHL070/2020,USA,,2020-03-28,13.0,B.1.38,0
EPI_ISL_437517,USA/AK-PHL178/2020,USA,,2020-04-08,15.0,B.1.38,0
EPI_ISL_437860,USA/WA-UW-6546/2020,USA,,2020-04-04,14.0,B.1.38,0
