taxon,lineage
Colombia/INS-79890/2020,B.1.111
Colombia/GUR-0215/2020,B.1.111
USA/MI-MDHHS-SC20417/2020,B.1.111
USA/IL_0087/2020,B.1.111
Colombia/GUR-0206/2020,B.1.111
Colombia/GUR-0207/2020,B.1.111
Colombia/GUR-0209/2020,B.1.111
Colombia/GUR-0210/2020,B.1.111
Colombia/GUR-0212/2020,B.1.111
Colombia/GVI-92161/2020,B.1.111
Colombia/GVI-97795/2020,B.1.111
Colombia/INS-103039/2020,B.1.111
Chile/PuenteAlto-29192/2020,B.1.111
Canada/ON_QGLO-018/2020,B.1.111
Colombia/GVI-97921/2020,B.1.111
Colombia/GUV-92155/2020,B.1.111
Colombia/GVI-97855/2020,B.1.111
Colombia/GVI-97875/2020,B.1.111
England/NORW-E94E3/2020,B.1.111
England/NORW-EAE8A/2020,B.1.111
England/NORW-E6E33/2020,B.1.111
England/NORW-E7EBA/2020,B.1.111
England/NORW-E705A/2020,B.1.111
England/NORW-E9647/2020,B.1.111
England/NORW-EAFD2/2020,B.1.111
England/NORW-E96DE/2020,B.1.111
England/NORW-E8EB9/2020,B.1.111
England/NORW-E739D/2020,B.1.111
England/NORW-E9B66/2020,B.1.111
