taxon,lineage
England/BRIS-12D0C0/2020,B.1.117
England/BRIS-127AD7/2020,B.1.117
England/BRIS-127E44/2020,B.1.117
England/BRIS-12E2E7/2020,B.1.117
England/BRIS-12E3B7/2020,B.1.117
England/BRIS-126FE8/2020,B.1.117
England/BRIS-127E53/2020,B.1.117
England/BRIS-126EAF/2020,B.1.117
England/BRIS-12E36C/2020,B.1.117
England/BRIS-12C559/2020,B.1.117
England/BRIS-12C762/2020,B.1.117
England/BRIS-12AFD5/2020,B.1.117
England/BRIS-12ABD1/2020,B.1.117
England/BRIS-12B02C/2020,B.1.117
England/BRIS-129E9D/2020,B.1.117
England/BRIS-12A49A/2020,B.1.117
England/BRIS-1293F8/2020,B.1.117
England/BRIS-128256/2020,B.1.117
England/BRIS-1274E8/2020,B.1.117
England/BRIS-126FF7/2020,B.1.117
England/BRIS-12A5B5/2020,B.1.117
England/BRIS-12E302/2020,B.1.117
England/BRIS-126FBB/2020,B.1.117
England/BRIS-127D65/2020,B.1.117
England/BRIS-12E311/2020,B.1.117
England/BRIS-1283BD/2020,B.1.117
England/BRIS-12E205/2020,B.1.117
England/BRIS-12AFC6/2020,B.1.117
England/20149006704/2020,B.1.117
England/BRIS-1276A6/2020,B.1.117
England/BRIS-127697/2020,B.1.117
England/BRIS-12E250/2020,B.1.117
England/BRIS-12E1EA/2020,B.1.117
England/BRIS-12C0FE/2020,B.1.117
England/BRIS-12A46D/2020,B.1.117
England/BRIS-12E2C9/2020,B.1.117
England/BRIS-126ECD/2020,B.1.117
England/BRIS-12A0E1/2020,B.1.117
England/BRIS-12B1CF/2020,B.1.117
England/BRIS-12B0C2/2020,B.1.117
England/BRIS-12D2BB/2020,B.1.117
England/BRIS-12B095/2020,B.1.117
England/BRIS-12C54A/2020,B.1.117
England/BRIS-12B11A/2020,B.1.117
England/BRIS-12B0E0/2020,B.1.117
England/BRIS-1238C2/2020,B.1.117
England/BRIS-126DDF/2020,B.1.117
England/BRIS-128CA3/2020,B.1.117
England/PHEC-1E5B5/2020,B.1.117
England/BRIS-123455/2020,B.1.117
England/BRIS-12B04A/2020,B.1.117
England/BRIS-127AC8/2020,B.1.117
England/BRIS-1225EA/2020,B.1.117
England/EXET-136CFD/2020,B.1.117
England/BRIS-12C51D/2020,B.1.117
England/EXET-136B87/2020,B.1.117
