taxon,lineage
USA/CA-CZB-1613/2020,B.1.68
USA/UT-02437/2020,B.1.68
USA/UT-0139/2020,B.1.68
USA/UT-0370/2020,B.1.68
USA/NM-UNM-00121/2020,B.1.68
USA/UT-02137/2020,B.1.68
USA/UT-03484/2020,B.1.68
USA/UT-0510/2020,B.1.68
USA/UT-0511/2020,B.1.68
USA/UT-03485/2020,B.1.68
USA/UT-01564/2020,B.1.68
USA/UT-04839/2020,B.1.68
USA/UT-03966/2020,B.1.68
USA/UT-02423/2020,B.1.68
USA/UT-02429/2020,B.1.68
USA/UT-02419/2020,B.1.68
USA/UT-02421/2020,B.1.68
USA/UT-02426/2020,B.1.68
USA/UT-02432/2020,B.1.68
USA/UT-02434/2020,B.1.68
USA/UT-02422/2020,B.1.68
USA/UT-01881/2020,B.1.68
USA/UT-01887/2020,B.1.68
USA/UT-02244/2020,B.1.68
USA/UT-01566/2020,B.1.68
USA/UT-01572/2020,B.1.68
USA/UT-02051/2020,B.1.68
USA/UT-01842/2020,B.1.68
USA/UT-02223/2020,B.1.68
USA/UT-02222/2020,B.1.68
USA/UT-01885/2020,B.1.68
USA/UT-01848/2020,B.1.68
USA/UT-01844/2020,B.1.68
USA/UT-01867/2020,B.1.68
USA/UT-01870/2020,B.1.68
USA/UT-02243/2020,B.1.68
USA/UT-03859/2020,B.1.68
USA/UT-02116/2020,B.1.68
USA/UT-01847/2020,B.1.68
USA/UT-01874/2020,B.1.68
USA/UT-02107/2020,B.1.68
USA/UT-02119/2020,B.1.68
USA/UT-01843/2020,B.1.68
USA/UT-01882/2020,B.1.68
USA/UT-02224/2020,B.1.68
USA/UT-0539/2020,B.1.68
USA/UT-02130/2020,B.1.68
USA/UT-01869/2020,B.1.68
USA/UT-01878/2020,B.1.68
USA/UT-02055/2020,B.1.68
USA/UT-01840/2020,B.1.68
USA/UT-0501/2020,B.1.68
USA/UT-0531/2020,B.1.68
USA/UT-01883/2020,B.1.68
USA/UT-01886/2020,B.1.68
USA/UT-02235/2020,B.1.68
USA/UT-02136/2020,B.1.68
USA/UT-02247/2020,B.1.68
USA/UT-02435/2020,B.1.68
USA/UT-03477/2020,B.1.68
