GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_420795,USA/RI_0556/2020,USA,,2020-03-01,10.0,B.1.5,1
EPI_ISL_424233,USA/WA-UW-1772/2020,USA,,2020-03-21,12.0,B.1.5,1
EPI_ISL_426835,Australia/VIC576/2020,Australia,,2020-03-26,13.0,B.1.5,0
EPI_ISL_426846,Australia/VIC589/2020,Australia,,2020-03-22,13.0,B.1.5,0
EPI_ISL_426847,Australia/VIC590/2020,Australia,,2020-03-22,13.0,B.1.5,0
EPI_ISL_419861,Australia/VIC164/2020,Australia,,2020-03-18,12.0,B.1.5.3,0
EPI_ISL_419854,Australia/VIC157/2020,Australia,,2020-03-17,12.0,B.1.5,0
EPI_ISL_419891,Australia/VIC195/2020,Australia,,2020-03-19,12.0,B.1.5,0
EPI_ISL_423026,USA/WA-UW-1440/2020,USA,,2020-03-18,12.0,B.1.5,0
EPI_ISL_424345,Mexico/CDMX-INER_01/2020,Mexico,,2020-03-12,11.0,B.1.5,0
EPI_ISL_419800,Australia/VIC89/2020,Australia,,2020-03-15,12.0,B.1.5,0
EPI_ISL_424393,Iceland/369/2020,Iceland,,2020-03-19,12.0,B.1.5.1,1
EPI_ISL_424392,Iceland/368/2020,Iceland,,2020-03-19,12.0,B.1.5.1,1
EPI_ISL_419804,Australia/VIC91/2020,Australia,,2020-03-15,12.0,B.1.5,0
EPI_ISL_424380,Iceland/356/2020,Iceland,,2020-03-19,12.0,B.1.5.1,1
EPI_ISL_419820,Australia/VIC106/2020,Australia,,2020-03-17,12.0,B.1.5,1
EPI_ISL_426912,Australia/VIC481/2020,Australia,,2020-03-29,14.0,B.1.5,0
EPI_ISL_426915,Australia/VIC484/2020,Australia,,2020-03-29,14.0,B.1.5,0
EPI_ISL_426923,Australia/VIC619/2020,Australia,,2020-03-28,13.0,B.1.5,0
EPI_ISL_426924,Australia/VIC620/2020,Australia,,2020-03-28,13.0,B.1.5,0
EPI_ISL_426925,Australia/VIC621/2020,Australia,,2020-03-28,13.0,B.1.5,0
EPI_ISL_426962,Australia/VIC666/2020,Australia,,2020-03-27,13.0,B.1.5,0
EPI_ISL_426650,Australia/VIC341/2020,Australia,,2020-03-20,12.0,B.1.5,0
EPI_ISL_426652,Australia/VIC343/2020,Australia,,2020-03-20,12.0,B.1.5,0
EPI_ISL_426681,Australia/VIC374/2020,Australia,,2020-03-22,13.0,B.1.5,0
EPI_ISL_426682,Australia/VIC375/2020,Australia,,2020-03-22,13.0,B.1.5,0
EPI_ISL_418182,Spain/Madrid_H8_37/2020,Spain,,2020-03-12,11.0,B.1.5,0
EPI_ISL_426636,Australia/NT19/2020,Australia,,2020-03-25,13.0,B.1.5,0
EPI_ISL_419673,Austria/CeMM0020/2020,Austria,,2020-03-22,13.0,B.1.5,0
EPI_ISL_418391,Finland/13M57/2020,Finland,,2020-03-13,11.0,B.1.5,0
EPI_ISL_419664,Austria/CeMM0011/2020,Austria,,2020-03-23,13.0,B.1.5,0
EPI_ISL_419669,Austria/CeMM0016/2020,Austria,,2020-03-16,12.0,B.1.5,0
EPI_ISL_419659,Austria/CeMM0006/2020,Austria,,2020-03-10,11.0,B.1.5,0
EPI_ISL_426759,Australia/VIC466/2020,Australia,,2020-03-27,13.0,B.1.5,0
EPI_ISL_426712,Australia/VIC410/2020,Australia,,2020-03-26,13.0,B.1.5,0
EPI_ISL_426738,Australia/VIC441/2020,Australia,,2020-03-27,13.0,B.1.5,0
EPI_ISL_417542,Iceland/117/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417543,Iceland/118/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417549,Iceland/171/2020,Iceland,,2020-03-14,11.0,B.1.5.1,0
EPI_ISL_417536,Iceland/10/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
EPI_ISL_417537,Iceland/100/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
EPI_ISL_417552,Iceland/2/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
EPI_ISL_417586,Iceland/258/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417583,Iceland/255/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417588,Iceland/260/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417573,Iceland/245/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
EPI_ISL_417597,Iceland/269/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_417599,Iceland/271/2020,Iceland,,2020-03-17,12.0,B.1.5.1,0
EPI_ISL_424620,Iceland/600/2020,Iceland,,2020-03-28,13.0,B.1.5.1,0
EPI_ISL_424619,Iceland/599/2020,Iceland,,2020-03-28,13.0,B.1.5.1,0
EPI_ISL_424672,Mexico/Puebla-InDRE_05/2020,Mexico,,2020-03-11,11.0,B.1.5.4,1
EPI_ISL_417650,Iceland/321/2020,Iceland,,2020-03-18,12.0,B.1.5.1,0
EPI_ISL_417680,Iceland/177/2020,Iceland,,2020-03-15,12.0,B.1.5.1,0
EPI_ISL_417678,Iceland/185/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
EPI_ISL_417676,Iceland/98/2020,Iceland,,2020-03-16,12.0,B.1.5.1,0
