GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_424225,USA/WA-UW-1707/2020,USA,,2020-03-21,12.0,B.1.p2,1
EPI_ISL_424278,USA/WA-UW-1866/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_426831,Australia/VIC571/2020,Australia,,2020-03-25,13.0,B.1.p2,1
EPI_ISL_423028,USA/WA-UW-1470/2020,USA,,2020-03-18,12.0,B.1.p2,1
EPI_ISL_424315,USA/ID-UW-1957/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_424307,USA/OR-UW-1885/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_424327,USA/WA-UW-1947/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_424322,USA/ID-UW-1934/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_424321,USA/ID-UW-1925/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_424320,USA/ID-UW-1939/2020,USA,,2020-03-21,12.0,B.1.p2,0
EPI_ISL_424319,USA/ID-UW-1935/2020,USA,,2020-03-22,13.0,B.1.p2,0
EPI_ISL_424318,USA/ID-UW-1938/2020,USA,,2020-03-22,13.0,B.1.p2,0
EPI_ISL_424176,USA/WA-UW-1472/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_418893,USA/MN-UW326/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_418845,Canada/BC_7515663/2020,Canada,,2020-03-11,11.0,B.1.p2,0
EPI_ISL_418838,Canada/BC_6404889/2020,Canada,,2020-03-12,11.0,B.1.p2,0
EPI_ISL_428335,USA/WI-239/2020,USA,,2020-03-27,13.0,B.1.p2,0
EPI_ISL_418902,USA/MN-UW335/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_417376,USA/WA-UW227/2020,USA,,2020-03-15,12.0,B.1.p2,0
EPI_ISL_417345,USA/WA-UW196/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_426060,USA/ID-UW-2160/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_426061,USA/ID-UW-2174/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_426062,USA/ID-UW-2198/2020,USA,,2020-03-24,13.0,B.1.p2,0
EPI_ISL_426063,USA/ID-UW-2255/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_426064,USA/ID-UW-4355/2020,USA,,2020-03-27,13.0,B.1.p2,0
EPI_ISL_426065,USA/ID-UW-4357/2020,USA,,2020-03-27,13.0,B.1.p2,0
EPI_ISL_426066,USA/ID-UW-4375/2020,USA,,2020-03-28,13.0,B.1.p2,0
EPI_ISL_426067,USA/ID-UW-4378/2020,USA,,2020-03-28,13.0,B.1.p2,0
EPI_ISL_426069,USA/ID-UW-4396/2020,USA,,2020-03-28,13.0,B.1.p2,0
EPI_ISL_426071,USA/ID-UW-4424/2020,USA,,2020-03-29,14.0,B.1.p2,0
EPI_ISL_426072,USA/ID-UW-4427/2020,USA,,2020-03-30,14.0,B.1.p2,0
EPI_ISL_426073,USA/ID-UW-4433/2020,USA,,2020-03-27,13.0,B.1.p2,0
EPI_ISL_426074,USA/ID-UW-4448/2020,USA,,2020-03-29,14.0,B.1.p2,0
EPI_ISL_426077,USA/UN-UW-2069/2020,USA,,2020-03-21,12.0,B.1.p2,0
EPI_ISL_426058,USA/ID-UW-2134/2020,USA,,2020-03-24,13.0,B.1.p2,0
EPI_ISL_426059,USA/ID-UW-2159/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_416661,USA/WA-UW123/2020,USA,,2020-03-12,11.0,B.1.p2,0
EPI_ISL_421316,USA/WI-58/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_421312,USA/WI-54/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426127,USA/WA-UW-2244/2020,USA,,2020-03-25,13.0,B.1.p2,0
EPI_ISL_427170,USA/ID-UW-4266/2020,USA,,2020-03-30,14.0,B.1.p2,0
EPI_ISL_427171,USA/ID-UW-4462/2020,USA,,2020-03-29,14.0,B.1.p2,0
EPI_ISL_424940,USA/NY-NYUMC133/2020,USA,,2020-04-01,14.0,B.1.p2,0
EPI_ISL_427169,USA/ID-UW-4239/2020,USA,,2020-03-30,14.0,B.1.p2,0
EPI_ISL_424868,USA/LA_0842/2020,USA,,2020-03-09,11.0,B.1.p2,0
EPI_ISL_427221,USA/WA-UW-3963/2020,USA,,2020-03-30,14.0,B.1.p2,0
EPI_ISL_427274,USA/MN-MDH-118/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_427283,USA/MN-MDH-144/2020,USA,,2020-03-22,13.0,B.1.p2,0
EPI_ISL_427284,USA/MN-MDH-145/2020,USA,,2020-03-22,13.0,B.1.p2,0
EPI_ISL_427287,USA/MN-MDH-149/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_422972,USA/WA-UW-1319/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_421627,USA/NY-PV09087/2020,USA,,2020-03-18,12.0,B.1.p2,0
EPI_ISL_422987,USA/WA-UW-1353/2020,USA,,2020-03-18,12.0,B.1.p2,0
EPI_ISL_418037,USA/WA-UW252/2020,USA,,2020-03-16,12.0,B.1.p2,0
EPI_ISL_418036,USA/MN-UW251/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_418028,USA/MN-UW243/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_418051,USA/MN-UW266/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_418049,USA/MN-UW264/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_426485,USA/AZ-TG271872/2020,USA,,2020-03-24,13.0,B.1.p2,0
EPI_ISL_426435,USA/RI_0882/2020,USA,,2020-03-09,11.0,B.1.p2,0
EPI_ISL_425146,USA/WI-89/2020,USA,,2020-03-31,14.0,B.1.p2,0
EPI_ISL_426541,USA/AZ-TG271870/2020,USA,,2020-03-24,13.0,B.1.p2,0
EPI_ISL_426549,USA/AZ-TG271892/2020,USA,,2020-03-26,13.0,B.1.p2,0
EPI_ISL_426556,USA/AZ-TG272213/2020,USA,,2020-04-01,14.0,B.1.p2,0
EPI_ISL_426516,USA/AZ-TG268911/2020,USA,,2020-03-13,11.0,B.1.p2,0
EPI_ISL_426518,USA/AZ-TG268915/2020,USA,,2020-03-12,11.0,B.1.p2,0
EPI_ISL_426520,USA/AZ-TG269027/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426521,USA/AZ-TG269238/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426522,USA/AZ-TG269290/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426523,USA/AZ-TG269358/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426524,USA/AZ-TG269439/2020,USA,,2020-03-20,12.0,B.1.p2,0
EPI_ISL_426526,USA/AZ-TG269824/2020,USA,,2020-03-23,13.0,B.1.p2,0
EPI_ISL_426531,USA/AZ-TG269883/2020,USA,,2020-03-12,11.0,B.1.p2,0
EPI_ISL_426532,USA/AZ-TG270152/2020,USA,,2020-03-25,13.0,B.1.p2,0
EPI_ISL_426533,USA/AZ-TG270200/2020,USA,,2020-03-26,13.0,B.1.p2,0
EPI_ISL_426535,USA/AZ-TG271578/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_426536,USA/AZ-TG271591/2020,USA,,2020-03-25,13.0,B.1.p2,0
EPI_ISL_418072,USA/WA-UW287/2020,USA,,2020-03-15,12.0,B.1.p2,0
EPI_ISL_426500,USA/AZ-TG268099/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_426501,USA/AZ-TG268183/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_426505,USA/AZ-TG268289/2020,USA,,2020-03-17,12.0,B.1.p2,0
EPI_ISL_426509,USA/AZ-TG268629/2020,USA,,2020-03-18,12.0,B.1.p2,0
EPI_ISL_417932,USA/CA-CZB06/2020,USA,,2020-03-18,12.0,B.1.p2,0
EPI_ISL_430952,USA/ID-UW-4418/2020,USA,,2020-03-28,13.0,B.1.p2,0
