taxon,lineage
England/BRIS-129307/2020,B.1.81
England/BRIS-121C9B/2020,B.1.81
England/BRIS-123419/2020,B.1.81
England/BRIS-125B5E/2020,B.1.81
England/BRIS-122E0D/2020,B.1.81
England/BRIS-12A38E/2020,B.1.81
England/BRIS-1292EC/2020,B.1.81
England/BRIS-126E54/2020,B.1.81
England/BRIS-12CCEB/2020,B.1.81
England/BRIS-123367/2020,B.1.81
England/BRIS-12372F/2020,B.1.81
England/BRIS-12D0DF/2020,B.1.81
England/BRIS-12755E/2020,B.1.81
England/BRIS-128ECB/2020,B.1.81
England/BRIS-12D9E3/2020,B.1.81
England/BRIS-12D1AF/2020,B.1.81
England/BRIS-12AB77/2020,B.1.81
England/BRIS-127284/2020,B.1.81
England/BRIS-12CC18/2020,B.1.81
