taxon,lineage
USA/WA-S1088/2020,B.1.106.1
USA/WA-S826/2020,B.1.106.1
USA/WA-S1074/2020,B.1.106.1
USA/WA-S1149/2020,B.1.106.1
USA/WA-S1089/2020,B.1.106.1
USA/WA-S839/2020,B.1.106.1
USA/WA-S1075/2020,B.1.106.1
USA/WA-S845/2020,B.1.106.1
USA/WA-S890/2020,B.1.106.1
USA/WA-S1192/2020,B.1.106.1
USA/WA-S1047/2020,B.1.106.1
USA/WA-S1048/2020,B.1.106.1
USA/WA-S861/2020,B.1.106.1
USA/WA-S1198/2020,B.1.106.1
USA/WA-S1175/2020,B.1.106.1
USA/WA-S937/2020,B.1.106.1
USA/WA-S648/2020,B.1.106.1
USA/WA-S848/2020,B.1.106.1
USA/WA-S849/2020,B.1.106.1
USA/WA-S879/2020,B.1.106.1
USA/WA-S880/2020,B.1.106.1
USA/WA-S889/2020,B.1.106.1
USA/WA-S891/2020,B.1.106.1
USA/WA-S892/2020,B.1.106.1
USA/WA-S893/2020,B.1.106.1
USA/WA-S936/2020,B.1.106.1
USA/WA-S938/2020,B.1.106.1
USA/WA-S939/2020,B.1.106.1
USA/WA-S942/2020,B.1.106.1
USA/WA-S1053/2020,B.1.106.1
USA/WA-S1072/2020,B.1.106.1
USA/WA-S1073/2020,B.1.106.1
USA/WA-S1076/2020,B.1.106.1
USA/WA-S1077/2020,B.1.106.1
USA/WA-S1090/2020,B.1.106.1
USA/WA-S1097/2020,B.1.106.1
USA/WA-S1104/2020,B.1.106.1
USA/WA-S1105/2020,B.1.106.1
USA/WA-S1146/2020,B.1.106.1
USA/WA-S1147/2020,B.1.106.1
USA/WA-S1160/2020,B.1.106.1
USA/WA-S1207/2020,B.1.106.1
USA/WA-S1213/2020,B.1.106.1
USA/WA-S644/2020,B.1.106.1
USA/WA-S787/2020,B.1.106.1
USA/WA-S807/2020,B.1.106.1
USA/WA-S922/2020,B.1.106.1
USA/WA-S974/2020,B.1.106.1
USA/WA-S989/2020,B.1.106.1
USA/WA-S1142/2020,B.1.106.1
USA/WA-S1145/2020,B.1.106.1
USA/WA-S1148/2020,B.1.106.1
USA/WA-S646/2020,B.1.106.1
USA/WA-S868/2020,B.1.106.1
USA/WA-S869/2020,B.1.106.1
USA/WA-S1017/2020,B.1.106.1
USA/WA-S1114/2020,B.1.106.1
USA/WA-S1117/2020,B.1.106.1
USA/WA-S1127/2020,B.1.106.1
USA/WA-S1144/2020,B.1.106.1
USA/WA-S1153/2020,B.1.106.1
USA/WA-S1204/2020,B.1.106.1
USA/WA-S919/2020,B.1.106.1
USA/WA-S1124/2020,B.1.106.1
USA/WA-S1199/2020,B.1.106.1
USA/WA-S1210/2020,B.1.106.1
USA/WA-S404/2020,B.1.106.1
USA/WA-S954/2020,B.1.106.1
USA/WA-S508/2020,B.1.106.1
