taxon,lineage
Australia/VIC623/2020,A.5
Mexico/Queretaro-InDRE_04/2020,A.5
Mexico/EdoMex-InDRE_03/2020,A.5
Spain/Madrid_H12_13/2020,A.5
Spain/Madrid_H12_35/2020,A.5
Jordan/SR-039/2020,A.5
Spain/Madrid_LP11_2271/2020,A.5
Spain/Madrid_LP19_4952/2020,A.5
Spain/Madrid_LP16_6193/2020,A.5
Spain/Madrid_LP22_5885/2020,A.5
Spain/Madrid_R5_8/2020,A.5
Colombia/INS-79256/2020,A.5
Spain/Madrid_H12_2501/2020,A.5
Spain/Madrid_H12_3405/2020,A.5
Australia/VIC1338/2020,A.5
Uruguay/UY-5/2020,A.5
Uruguay/UY-6/2020,A.5
Germany/NRW-39/2020,A.5
Uruguay/UY-1/2020,A.5
Uruguay/UY-2/2020,A.5
Uruguay/UY-3/2020,A.5
Uruguay/UY-4/2020,A.5
Chile/Talca-2/2020,A.5
Chile/Talca-1/2020,A.5
Spain/Valencia94/2020,A.5
Uruguay/UY-9/2020,A.5
Australia/VIC60/2020,A.5
Australia/VIC138/2020,A.5
Spain/Madrid201449/2020,A.5
Australia/VIC293/2020,A.5
USA/MI-MDHHS-SC20004/2020,A.5
Portugal/PT0063/2020,A.5
USA/NY-PV08441/2020,A.5
Spain/Valencia53/2020,A.5
Spain/Andalucia201617/2020,A.5
Portugal/PT0064/2020,A.5
Greece/145/2020,A.5
Spain/Valencia107/2020,A.5
Spain/Valencia113/2020,A.5
Spain/Valencia130/2020,A.5
Spain/Valencia131/2020,A.5
Spain/Valencia139/2020,A.5
Spain/Valencia141/2020,A.5
Spain/Valencia153/2020,A.5
Spain/Valencia158/2020,A.5
Spain/Valencia161/2020,A.5
Spain/Valencia162/2020,A.5
Spain/Valencia168/2020,A.5
Spain/Valencia169/2020,A.5
Spain/Valencia185/2020,A.5
Spain/Valencia189/2020,A.5
Spain/Valencia193/2020,A.5
Spain/Valencia201/2020,A.5
Spain/Valencia208/2020,A.5
Spain/Valencia209/2020,A.5
Spain/Valencia211/2020,A.5
Spain/Valencia212/2020,A.5
Spain/Valencia216/2020,A.5
Spain/Valencia237/2020,A.5
Spain/Valencia238/2020,A.5
Spain/Valencia239/2020,A.5
Spain/Valencia243/2020,A.5
Spain/Valencia246/2020,A.5
Spain/Valencia260/2020,A.5
Spain/Valencia269/2020,A.5
Spain/Valencia278/2020,A.5
Spain/Valencia279/2020,A.5
Spain/Valencia282/2020,A.5
Spain/Valencia304/2020,A.5
Spain/Valencia308/2020,A.5
Spain/Valencia309/2020,A.5
Spain/Valencia311/2020,A.5
Greece/261_32221/2020,A.5
Austria/CeMM0212/2020,A.5
Austria/CeMM0233/2020,A.5
Austria/CeMM0240/2020,A.5
Austria/CeMM0263/2020,A.5
Austria/CeMM0279/2020,A.5
Singapore/139/2020,A.5
Uruguay/Mdeo-1/2020,A.5
Chile/Santiago_14/2020,A.5
Chile/Antofagasta_1/2020,A.5
Chile/Antofagasta_2/2020,A.5
Chile/Santiago_27/2020,A.5
Chile/Santiago_62/2020,A.5
Spain/Valencia470/2020,A.5
Spain/Valencia536/2020,A.5
Spain/Valencia537/2020,A.5
Spain/Valencia541/2020,A.5
Spain/Valencia549/2020,A.5
Spain/Valencia598/2020,A.5
Spain/Valencia603/2020,A.5
Colombia/GUV-92052/2020,A.5
Greece/145_34726/2020,A.5
Canada/Qc-L00241344/2020,A.5
Spain/COV001891/2020,A.5
Spain/COV001889/2020,A.5
Spain/COV001879/2020,A.5
Spain/COV001420/2020,A.5
Spain/COV001401/2020,A.5
Spain/COV001393/2020,A.5
Spain/COV001378/2020,A.5
Spain/COV001375/2020,A.5
Spain/COV001366/2020,A.5
Spain/COV001365/2020,A.5
Spain/COV001363/2020,A.5
Spain/COV001362/2020,A.5
Spain/COV001360/2020,A.5
Spain/COV001326/2020,A.5
Spain/COV001325/2020,A.5
Spain/COV001099/2020,A.5
Spain/COV001096/2020,A.5
Spain/COV001092/2020,A.5
Spain/COV000957/2020,A.5
Spain/COV000949/2020,A.5
Spain/COV000948/2020,A.5
Spain/COV000940/2020,A.5
Spain/COV000923/2020,A.5
Spain/COV000922/2020,A.5
Spain/COV000905/2020,A.5
Spain/COV000882/2020,A.5
Spain/COV000881/2020,A.5
Spain/COV000758/2020,A.5
Portugal/PT0124/2020,A.5
Portugal/PT0128/2020,A.5
Portugal/PT0129/2020,A.5
Portugal/PT0130/2020,A.5
Portugal/PT0131/2020,A.5
Portugal/PT0132/2020,A.5
Mexico/CDMX-InDRE_18/2020,A.5
Spain/Almassera633/2020,A.5
Spain/Valencia_h2647/2020,A.5
Colombia/INS-79253/2020,A.5
Colombia/INS-80825/2020,A.5
Uruguay/UY-NYUMC844/2020,A.5
Uruguay/UY-NYUMC846/2020,A.5
Uruguay/UY-NYUMC847/2020,A.5
Uruguay/UY-NYUMC852/2020,A.5
Uruguay/UY-NYUMC855/2020,A.5
Uruguay/UY-NYUMC856/2020,A.5
Uruguay/UY-NYUMC860/2020,A.5
Uruguay/UY-NYUMC862/2020,A.5
Uruguay/UY-NYUMC864/2020,A.5
Uruguay/UY-NYUMC869/2020,A.5
Belgium/KWA-0323410/2020,A.5
Singapore/174/2020,A.5
Spain/COV001912/2020,A.5
Spain/COV001897/2020,A.5
Spain/COV003667/2020,A.5
Spain/COV003719/2020,A.5
Spain/COV003685/2020,A.5
Spain/COV003711/2020,A.5
Spain/COV003644/2020,A.5
Spain/COV003681/2020,A.5
Spain/COV003707/2020,A.5
Spain/COV003694/2020,A.5
Spain/COV003699/2020,A.5
Spain/COV003695/2020,A.5
Spain/COV003661/2020,A.5
Spain/COV003691/2020,A.5
USA/CA-SR0425/2020,A.5
Spain/Zaragoza2468/2020,A.5
Spain/Zaragoza2472/2020,A.5
Spain/Zaragoza2405/2020,A.5
Spain/Alcaniz2469/2020,A.5
Spain/Zaragoza2455/2020,A.5
Spain/Zaragoza2415/2020,A.5
Spain/Zaragoza2399/2020,A.5
Spain/Zaragoza2486/2020,A.5
Spain/Zaragoza2425/2020,A.5
Spain/Zaragoza2437/2020,A.5
Spain/Zaragoza2389/2020,A.5
Spain/Zaragoza2401/2020,A.5
Spain/Zaragoza2397/2020,A.5
Spain/Zaragoza2413/2020,A.5
Spain/Zaragoza2443/2020,A.5
Spain/Zaragoza2477/2020,A.5
Spain/Donostia-San_Sebastian2093/2020,A.5
Spain/Palma_de_Mallorca_h2536/2020,A.5
Spain/Palma2553/2020,A.5
Spain/Lluchmayor2504/2020,A.5
Spain/Palma_de_Mallorca_h2502/2020,A.5
Spain/Palma2512/2020,A.5
Spain/El_Rosal-COV002922/2020,A.5
Spain/Fonelas-COV002949/2020,A.5
Spain/Granada-COV002870/2020,A.5
Spain/Granada-COV002915/2020,A.5
Spain/Granada-COV002916/2020,A.5
Spain/Granada-COV002964/2020,A.5
Spain/Jun-COV002906/2020,A.5
England/NORT-28AA1D/2020,A.5
Scotland/EDB5040/2020,A.5
Scotland/CVR3350/2020,A.5
England/NORT-289629/2020,A.5
Scotland/GCVR-171F57/2020,A.5
England/LIVE-9D484/2020,A.5
Scotland/GCVR-170C9D/2020,A.5
Scotland/GCVR-170608/2020,A.5
Scotland/CVR3236/2020,A.5
Scotland/CVR2975/2020,A.5
Scotland/CVR2853/2020,A.5
Scotland/CVR2944/2020,A.5
