taxon,lineage
USA/WI-UW-146/2020,A.4
USA/WI-UW-149/2020,A.4
USA/WI-UW-255/2020,A.4
USA/WI-UW-129/2020,A.4
USA/WI-UW-132/2020,A.4
USA/WI-UW-96/2020,A.4
USA/WI-UW-117/2020,A.4
USA/WI-UW-116/2020,A.4
USA/WI-UW-88/2020,A.4
USA/WI-UW-06/2020,A.4
USA/WI-UW-07/2020,A.4
USA/WI-UW-22/2020,A.4
USA/WI-UW-61/2020,A.4
USA/WI-UW-50/2020,A.4
USA/WI-UW-51/2020,A.4
USA/WI-UW-77/2020,A.4
USA/WI-UW-73/2020,A.4
USA/WI-UW-70/2020,A.4
USA/WI-UW-71/2020,A.4
USA/WI-UW-69/2020,A.4
USA/WI-UW-66/2020,A.4
USA/WI-UW-67/2020,A.4
USA/WI-UW-38/2020,A.4
USA/WI-UW-34/2020,A.4
USA/MI-MDHHS-SC20124/2020,A.4
USA/IL-NM073/2020,A.4
USA/IL-NM0124/2020,A.4
USA/WI-UW-367/2020,A.4
USA/WI-WSLH-200038/2020,A.4
USA/WI-WSLH-200062/2020,A.4
USA/WI-WSLH-200075/2020,A.4
USA/MI-MDHHS-SC20733/2020,A.4
