taxon,lineage
Australia/VIC646/2020,A.3
Australia/VIC711/2020,A.3
Australia/VIC669/2020,A.3
Australia/VIC330/2020,A.3
Australia/VIC350/2020,A.3
Australia/NT18/2020,A.3
USA/IL2/2020,A.3
USA/FL_9655/2020,A.3
USA/SC_3575/2020,A.3
USA/SC_3569/2020,A.3
USA/VA-DCLS-0070/2020,A.3
USA/VA-DCLS-0071/2020,A.3
USA/WI-UW-143/2020,A.3
USA/WI-UW-252/2020,A.3
USA/WI-UW-126/2020,A.3
USA/WA-UW-2228/2020,A.3
USA/WA-UW-3841/2020,A.3
Australia/VIC836/2020,A.3
Australia/VIC875/2020,A.3
Australia/VIC886/2020,A.3
Australia/VIC1295/2020,A.3
Australia/VIC1305/2020,A.3
USA/OH-OSUP0016/2020,A.3
New_Zealand/20VR0275/2020,A.3
USA/GA_2070/2020,A.3
Australia/NSW213/2020,A.3
Australia/NSW214/2020,A.3
Australia/NSW215/2020,A.3
Australia/NSW216/2020,A.3
USA/AZ-TG271435/2020,A.3
USA/AZ-TG268282/2020,A.3
USA/NY-WCMP11A03P/2020,A.3
USA/WA-S262/2020,A.3
USA/GA_1320/2020,A.3
USA/GA_1445/2020,A.3
Australia/VIC86/2020,A.3
Australia/VIC85/2020,A.3
USA/WA-S278/2020,A.3
Australia/VIC117/2020,A.3
Australia/VIC108/2020,A.3
Australia/VIC27/2020,A.3
Australia/VIC28/2020,A.3
Australia/VIC17/2020,A.3
Australia/VIC53/2020,A.3
Australia/VIC33/2020,A.3
Australia/VIC32/2020,A.3
Australia/VIC35/2020,A.3
Australia/VIC73/2020,A.3
Australia/VIC77/2020,A.3
Australia/VIC76/2020,A.3
Australia/VIC56/2020,A.3
Australia/VIC150/2020,A.3
Australia/VIC112/2020,A.3
Australia/VIC51/2020,A.3
USA/UT-0288/2020,A.3
Australia/VIC100/2020,A.3
Australia/VIC103/2020,A.3
USA/CA-CZB043/2020,A.3
USA/WI-UW-184/2020,A.3
USA/WI-UW-189/2020,A.3
USA/WI-UW-166/2020,A.3
USA/WA-UW301/2020,A.3
Australia/VIC1023/2020,A.3
USA/WA-UW330/2020,A.3
Australia/VIC1079/2020,A.3
USA/WI-UW-235/2020,A.3
USA/WI-UW-218/2020,A.3
USA/WI-UW-245/2020,A.3
Australia/VIC746/2020,A.3
Australia/VIC209/2020,A.3
Australia/VIC215/2020,A.3
USA/WI-UW-28/2020,A.3
USA/WI-UW-33/2020,A.3
USA/SC_3571/2020,A.3
USA/SC_3570/2020,A.3
USA/SC_3520/2020,A.3
USA/GA_2343/2020,A.3
USA/GA_2118/2020,A.3
USA/GA_1847/2020,A.3
USA/SC_6370/2020,A.3
Taiwan/NTU13/2020,A.3
USA/CT-UW260/2020,A.3
USA/NY-PV08490/2020,A.3
USA/WA-S343/2020,A.3
USA/VA-DCLS-0095/2020,A.3
USA/VA-DCLS-0097/2020,A.3
USA/VA-DCLS-0098/2020,A.3
USA/FL-UF2/2020,A.3
USA/MD-HP00030/2020,A.3
USA/TX-HMH06/2020,A.3
USA/TX-HMH021/2020,A.3
USA/TX-HMH022/2020,A.3
USA/TX-HMH049/2020,A.3
USA/TX-HMH051/2020,A.3
USA/TX-HMH057/2020,A.3
USA/TX-HMH066/2020,A.3
USA/TX-HMH068/2020,A.3
USA/TX-HMH079/2020,A.3
USA/TX-HMH092/2020,A.3
USA/TX-HMH096/2020,A.3
USA/TX-HMH0104/2020,A.3
USA/TX-HMH0105/2020,A.3
USA/TX-HMH0110/2020,A.3
USA/TX-HMH0111/2020,A.3
USA/TX-HMH0112/2020,A.3
USA/TX-HMH0125/2020,A.3
