taxon,lineage
India/NIV-5109/2020,A.7
India/NIV-5119/2020,A.7
India/NIV-4369/2020,A.7
India/NIV-4622/2020,A.7
India/NIV-5102/2020,A.7
India/NIV-5104/2020,A.7
India/RMRC103/2020,A.7
India/RMRC106/2020,A.7
India/RMRC108/2020,A.7
India/RMRC110/2020,A.7
India/RMRC157/2020,A.7
India/RMRC158/2020,A.7
India/RMRC159/2020,A.7
India/RMRC160/2020,A.7
India/RMRC162/2020,A.7
India/RMRC163/2020,A.7
India/RMRC164/2020,A.7
India/RMRC166/2020,A.7
India/RMRC167/2020,A.7
India/RMRC170/2020,A.7
India/RMRC171/2020,A.7
India/ILSCV13907/2020,A.7
India/ILSCV13929/2020,A.7
