taxon,lineage
Bangladesh_DU/50740/2020,B.1.1.23
Australia/VIC1609/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/042/2020,B.1.1.23
Bangladesh_BCSIR_NILMRC/004/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/050/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/087/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/091/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/054/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/051/2020,B.1.1.23
Bangladesh_CHRF/0004/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/094/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/095/2020,B.1.1.23
Bangladesh_BCSIR-NILMRC/100/2020,B.1.1.23
