taxon,lineage
Netherlands_NA/613/2020,B.1.1.31
Netherlands_Gelderland/24/2020,B.1.1.31
Netherlands_NoordHolland/28/2020,B.1.1.31
Netherlands_Flevoland/8/2020,B.1.1.31
Netherlands_Flevoland/11/2020,B.1.1.31
Netherlands_Flevoland/16/2020,B.1.1.31
Netherlands_Utrecht/48/2020,B.1.1.31
Netherlands_Flevoland/18/2020,B.1.1.31
Netherlands_Utrecht/49/2020,B.1.1.31
Netherlands_Gelderland/88/2020,B.1.1.31
Netherlands_Gelderland/89/2020,B.1.1.31
Netherlands_Gelderland/90/2020,B.1.1.31
Netherlands_Gelderland/92/2020,B.1.1.31
Netherlands_Gelderland/93/2020,B.1.1.31
Netherlands_Gelderland/162/2020,B.1.1.31
Netherlands_Gelderland/163/2020,B.1.1.31
Netherlands_Gelderland/48/2020,B.1.1.31
Netherlands_Gelderland/49/2020,B.1.1.31
Netherlands_Gelderland/50/2020,B.1.1.31
Netherlands_Overijssel/34/2020,B.1.1.31
Netherlands_Overijssel/35/2020,B.1.1.31
Netherlands_Gelderland/26/2020,B.1.1.31
Canada_ON-UHTC/0057/2020,B.1.1.31
