taxon,lineage
USA/WA-S472/2020,B.1.1.26
USA/WA-S481/2020,B.1.1.26
USA/OR-OHSU-0048/2020,B.1.1.26
USA/OR-OHSU-0074/2020,B.1.1.26
USA/WA-S623/2020,B.1.1.26
USA/WA-S909/2020,B.1.1.26
USA/WA-S1159/2020,B.1.1.26
USA/WA-S1051/2020,B.1.1.26
USA/WA-S643/2020,B.1.1.26
USA/WA-S740/2020,B.1.1.26
USA/WA-S1005/2020,B.1.1.26
USA/WA-S905/2020,B.1.1.26
USA/WA-S647/2020,B.1.1.26
USA/WA-S667/2020,B.1.1.26
USA/WA-S820/2020,B.1.1.26
USA/WA-S1031/2020,B.1.1.26
USA/WA-S1050/2020,B.1.1.26
USA/WA-S1126/2020,B.1.1.26
USA/WA-S970/2020,B.1.1.26
USA/WA-S991/2020,B.1.1.26
USA/WA-S1042/2020,B.1.1.26
USA/WA-S1070/2020,B.1.1.26
USA/WA-S988/2020,B.1.1.26
USA/WA-S1060/2020,B.1.1.26
USA/WA-S1098/2020,B.1.1.26
USA/WA-S1157/2020,B.1.1.26
USA/WA-S1071/2020,B.1.1.26
USA/WA-S973/2020,B.1.1.26
USA/WA-S972/2020,B.1.1.26
USA/WA-S995/2020,B.1.1.26
USA/WA-S1041/2020,B.1.1.26
USA/WA-S1155/2020,B.1.1.26
USA/WA-S1158/2020,B.1.1.26
USA/WA-S1182/2020,B.1.1.26
USA/WA-S1196/2020,B.1.1.26
USA/WA-S1205/2020,B.1.1.26
USA/WA-S662/2020,B.1.1.26
USA/WA-S971/2020,B.1.1.26
USA/WA-S964/2020,B.1.1.26
USA/WA-S1067/2020,B.1.1.26
USA/WA-S1057/2020,B.1.1.26
USA/WA-S963/2020,B.1.1.26
USA/WA-S1064/2020,B.1.1.26
USA/WA-S1171/2020,B.1.1.26
USA/WA-S681/2020,B.1.1.26
