taxon,lineage
Iceland/577/2020,B.1.1.5
Iceland/513/2020,B.1.1.5
Iceland/507/2020,B.1.1.5
Belgium/ULG-10131/2020,B.1.1.5
Belgium/ULG-10027/2020,B.1.1.5
Belgium/MR-0327344/2020,B.1.1.5
Hungary/mbl49/2020,B.1.1.5
England/20139027604/2020,B.1.1.5
Hungary/SRC-00175/2020,B.1.1.5
England/CAMB-71F76/2020,B.1.1.5
Belgium/HNF-0507417/2020,B.1.1.5
Iceland/188/2020,B.1.1.5
Iceland/187/2020,B.1.1.5
Belgium/SEM-0324120/2020,B.1.1.5
Belgium/ML-0324164/2020,B.1.1.5
Belgium/Rega-0329233/2020,B.1.1.5
Belgium/Rega-0319259/2020,B.1.1.5
Belgium/GM-0407395/2020,B.1.1.5
Belgium/LJ-0325148/2020,B.1.1.5
Belgium/NIM-0324161/2020,B.1.1.5
Belgium/VPMV-0325153/2020,B.1.1.5
England/SHEF-C03B8/2020,B.1.1.5
England/SHEF-CE718/2020,B.1.1.5
England/SHEF-C03F4/2020,B.1.1.5
England/SHEF-C8B8B/2020,B.1.1.5
England/SHEF-C9D84/2020,B.1.1.5
England/SHEF-D259F/2020,B.1.1.5
England/SHEF-CB7C0/2020,B.1.1.5
England/SHEF-D0B71/2020,B.1.1.5
England/SHEF-C5395/2020,B.1.1.5
England/SHEF-C83A1/2020,B.1.1.5
England/SHEF-C2055/2020,B.1.1.5
England/SHEF-C5C9A/2020,B.1.1.5
England/SHEF-C8611/2020,B.1.1.5
England/SHEF-CBC1C/2020,B.1.1.5
England/SHEF-CC729/2020,B.1.1.5
England/SHEF-D03C4/2020,B.1.1.5
England/SHEF-D21D7/2020,B.1.1.5
England/SHEF-C88A2/2020,B.1.1.5
England/SHEF-CDD17/2020,B.1.1.5
Belgium/Rega-0330249/2020,B.1.1.5
Belgium/Rega-0331264/2020,B.1.1.5
