GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
,Scotland/EDB2339/2020,UK,,2020-04-22,17.0,B.1.1.p12,0
,Scotland/EDB2108/2020,UK,,2020-04-20,17.0,B.1.1.p12,1
,Scotland/EDB2075/2020,UK,,2020-04-19,17.0,B.1.1.p12,1
,Scotland/EDB1412/2020,UK,,2020-04-10,15.0,B.1.1.p12,0
,Scotland/EDB1340/2020,UK,,2020-04-10,15.0,B.1.1.p12,0
,Scotland/EDB1463/2020,UK,,2020-04-11,15.0,B.1.1.p12,0
,Scotland/EDB1460/2020,UK,,2020-04-11,15.0,B.1.1.p12,0
,Scotland/EDB1163/2020,UK,,2020-04-09,15.0,B.1.1.p12,0
,Scotland/EDB1165/2020,UK,,2020-04-09,15.0,B.1.1.p12,0
,Scotland/EDB1077/2020,UK,,2020-04-07,15.0,B.1.1.p12,1
,Scotland/EDB927/2020,UK,,2020-04-05,15.0,B.1.1.p12,1
,Scotland/EDB732/2020,UK,,2020-04-02,14.0,B.1.1.p12,0
,Scotland/EDB594/2020,UK,,2020-04-01,14.0,B.1.1.p12,0
,Scotland/EDB356/2020,UK,,2020-03-30,14.0,B.1.1.p12,0
,Scotland/EDB270/2020,UK,,2020-03-27,13.0,B.1.1.p12,0
,Scotland/EDB083/2020,UK,,2020-03-21,12.0,B.1.1.p12,0
