GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_429779,Luxembourg/LNS7357097/2020,Luxembourg,,2020-03-26,13.0,B.1.1.p15,0
EPI_ISL_429758,Luxembourg/LNS8167314/2020,Luxembourg,,2020-03-24,13.0,B.1.1.p15,1
EPI_ISL_429736,Luxembourg/LNS7640155/2020,Luxembourg,,2020-03-29,14.0,B.1.1.p15,0
EPI_ISL_429749,Luxembourg/LNS3989293/2020,Luxembourg,,2020-03-24,13.0,B.1.1.p15,0
EPI_ISL_429706,Luxembourg/LNS3652733/2020,Luxembourg,,2020-04-09,15.0,B.1.1.p15,0
EPI_ISL_429718,Luxembourg/LNS1995247/2020,Luxembourg,,2020-03-19,12.0,B.1.1.p15,0
EPI_ISL_428946,Luxembourg/LNS1222966/2020,Luxembourg,,2020-04-02,14.0,B.1.1.p15,0
EPI_ISL_430533,Australia/VIC1037/2020,Australia,,2020-04-03,14.0,B.1.1.p15,0
EPI_ISL_434496,Luxembourg/LNS0361493/2020,Luxembourg,,2020-04-10,15.0,B.1.1.p15,1
EPI_ISL_434512,Luxembourg/LNS9272998/2020,Luxembourg,,2020-04-17,16.0,B.1.1.p15,0
,Wales/PHWC-28A8C/2020,UK,,2020-04-03,14.0,B.1.1.p15,0
,Wales/PHWC-2B166/2020,UK,,2020-04-07,15.0,B.1.1.p15,1
