taxon,lineage
Australia/NT12/2020,B.1
Australia/NT13/2020,B.1
USA/WA-UW-1739/2020,B.1
USA/WA-UW-1732/2020,B.1
Netherlands/Utrecht_1363564/2020,B.1
Netherlands/Utrecht_1363628/2020,B.1
Netherlands/Haarlem_1363688/2020,B.1
Netherlands/Houten_1363498/2020,B.1
USA/WA-UW-1792/2020,B.1
Czech_Republic/IAB_4/2020,B.1
Czech_Republic/IAB_10/2020,B.1
Czech_Republic/IAB_12/2020,B.1
Netherlands/Zeewolde_1365080/2020,B.1
USA/WA-UW-1770/2020,B.1
Taiwan/NTU03/2020,B.1
Czech_Republic/IAB_18/2020,B.1
Czech_Republic/IAB_21/2020,B.1
USA/WA-UW-1826/2020,B.1
USA/WA-UW-1827/2020,B.1
USA/WA-UW-1779/2020,B.1
USA/WA-UW-1904/2020,B.1
USA/WA-UW-1870/2020,B.1
USA/WA-UW-1854/2020,B.1
USA/WA-UW-1853/2020,B.1
USA/WA-UW-1864/2020,B.1
Australia/VIC553/2020,B.1
Australia/VIC555/2020,B.1
Australia/VIC558/2020,B.1
Australia/VIC559/2020,B.1
Australia/VIC562/2020,B.1
Australia/VIC566/2020,B.1
Australia/VIC567/2020,B.1
Australia/VIC570/2020,B.1
Australia/VIC536/2020,B.1
Australia/VIC537/2020,B.1
Australia/VIC538/2020,B.1
Australia/VIC540/2020,B.1
Australia/VIC541/2020,B.1
Australia/VIC544/2020,B.1
Australia/VIC545/2020,B.1
Australia/VIC546/2020,B.1
Australia/VIC606/2020,B.1
Australia/VIC609/2020,B.1
Australia/VIC611/2020,B.1
Australia/VIC612/2020,B.1
Australia/VIC617/2020,B.1
Australia/VIC635/2020,B.1
USA/WA-UW-1690/2020,B.1
Australia/VIC578/2020,B.1
Netherlands/Blaricum_1364780/2020,B.1
USA/WA-UW-1716/2020,B.1
Australia/VIC587/2020,B.1
USA/WA-UW-1570/2020,B.1
Italy/INMI10/2020,B.1
Italy/INMI9/2020,B.1
USA/WA-UW-1561/2020,B.1
USA/WA-UW-2016/2020,B.1
Iceland/353/2020,B.1
Thailand/Bangkok-0020/2020,B.1
Thailand/Bangkok-0021/2020,B.1
Netherlands/Drente_1/2020,B.1
India/3239/2020,B.1
India/3118/2020,B.1
USA/WA-UW-1433/2020,B.1
USA/WA-UW-1471/2020,B.1
Iceland/374/2020,B.1
Iceland/371/2020,B.1
Iceland/370/2020,B.1
Iceland/367/2020,B.1
Iceland/364/2020,B.1
Iceland/363/2020,B.1
Iceland/361/2020,B.1
Australia/VIC639/2020,B.1
Australia/VIC640/2020,B.1
Australia/VIC641/2020,B.1
Australia/VIC642/2020,B.1
Australia/VIC643/2020,B.1
Australia/VIC644/2020,B.1
Australia/VIC652/2020,B.1
Finland/FIN03032020A/2020,B.1
Australia/VIC655/2020,B.1
Australia/VIC657/2020,B.1
Australia/VIC489/2020,B.1
Australia/VIC624/2020,B.1
Australia/VIC625/2020,B.1
Australia/VIC637/2020,B.1
Australia/VIC684/2020,B.1
USA/WA-UW-1880/2020,B.1
Australia/VIC689/2020,B.1
Australia/VIC691/2020,B.1
Australia/VIC692/2020,B.1
USA/WA-UW-1874/2020,B.1
Australia/VIC695/2020,B.1
USA/WA-UW-1879/2020,B.1
Australia/VIC700/2020,B.1
Australia/VIC704/2020,B.1
Australia/VIC706/2020,B.1
Australia/VIC707/2020,B.1
Australia/VIC708/2020,B.1
Australia/VIC712/2020,B.1
USA/WA-UW-1611/2020,B.1
USA/WA-UW-1998/2020,B.1
USA/WA-UW-2006/2020,B.1
USA/WA-UW-1593/2020,B.1
USA/WA-UW-1420/2020,B.1
USA/WA-UW-1865/2020,B.1
Australia/VIC665/2020,B.1
Australia/VIC666/2020,B.1
USA/WA-UW-1963/2020,B.1
Australia/VIC670/2020,B.1
USA/WA-UW-1954/2020,B.1
Australia/VIC673/2020,B.1
Australia/VIC677/2020,B.1
USA/WA-UW-1928/2020,B.1
Australia/VIC682/2020,B.1
Australia/VIC360/2020,B.1
Australia/VIC329/2020,B.1
Australia/VIC337/2020,B.1
Australia/VIC340/2020,B.1
Australia/VIC341/2020,B.1
Australia/VIC345/2020,B.1
Australia/VIC347/2020,B.1
Australia/VIC348/2020,B.1
Australia/VIC374/2020,B.1
Australia/VIC375/2020,B.1
Australia/VIC376/2020,B.1
Australia/VIC380/2020,B.1
Australia/VIC383/2020,B.1
Australia/VIC384/2020,B.1
USA/NY-NYUMC162/2020,B.1
USA/NY-NYUMC164/2020,B.1
France/GE1973/2020,B.1
France/HF1871/2020,B.1
France/IDF1980/2020,B.1
France/GE1977/2020,B.1
France/HF1988/2020,B.1
France/HF1986/2020,B.1
France/HF1684/2020,B.1
France/PL1643/2020,B.1
France/HF1805/2020,B.1
France/HF1795/2020,B.1
France/HF1870/2020,B.1
USA/NY-NYUMC165/2020,B.1
USA/NY-NYUMC167/2020,B.1
USA/NY-NYUMC168/2020,B.1
USA/NY-NYUMC169/2020,B.1
USA/NY-NYUMC170/2020,B.1
France/N1620/2020,B.1
Taiwan/TSGH-04/2020,B.1
USA/CA-PC101P/2020,B.1
DRC/KN-13/2020,B.1
Finland/FIN-455/2020,B.1
Finland/FIN-266/2020,B.1
France/HF1993/2020,B.1
France/HF1989/2020,B.1
France/HF1995/2020,B.1
USA/WA-UW-1726/2020,B.1
USA/WA-UW-1646/2020,B.1
USA/WA-UW-1478/2020,B.1
Australia/VIC513/2020,B.1
Australia/VIC514/2020,B.1
Australia/VIC517/2020,B.1
Australia/VIC523/2020,B.1
Australia/VIC527/2020,B.1
Australia/VIC530/2020,B.1
Australia/VIC531/2020,B.1
Australia/VIC533/2020,B.1
Australia/VIC465/2020,B.1
Australia/VIC466/2020,B.1
Italy/UniSR1/2020,B.1
Australia/VIC467/2020,B.1
Australia/VIC468/2020,B.1
Australia/VIC472/2020,B.1
Australia/VIC495/2020,B.1
Australia/VIC498/2020,B.1
Australia/VIC504/2020,B.1
USA/CT-UW-1365/2020,B.1
USA/WA-UW-1575/2020,B.1
USA/WA-UW-1595/2020,B.1
USA/WA-UW-1616/2020,B.1
Australia/VIC398/2020,B.1
Australia/VIC399/2020,B.1
Australia/VIC408/2020,B.1
Australia/VIC413/2020,B.1
Australia/VIC439/2020,B.1
Australia/VIC440/2020,B.1
Australia/VIC442/2020,B.1
Australia/VIC444/2020,B.1
Australia/VIC448/2020,B.1
Australia/VIC449/2020,B.1
Australia/VIC450/2020,B.1
Australia/VIC451/2020,B.1
Australia/VIC452/2020,B.1
Australia/VIC453/2020,B.1
Australia/VIC458/2020,B.1
Australia/VIC460/2020,B.1
Australia/VIC463/2020,B.1
Australia/VIC418/2020,B.1
