taxon,lineage
USA/WA-UW-1745/2020,B.2
USA/UN-UW-1832/2020,B.2
Fuyang/FY002/2020,B.2
Finland/FIN03032020B/2020,B.2
Finland/FIN01032020/2020,B.2
Australia/VIC661/2020,B.2
Australia/VIC668/2020,B.2
Hong_Kong/VB20024950-2/2020,B.2
Australia/VIC385/2020,B.2
Australia/VIC389/2020,B.2
Taiwan/TSGH-01/2020,B.2
Finland/FIN-274/2020,B.2
USA/WA-UW-1688/2020,B.2
Australia/VIC525/2020,B.2
Australia/VIC492/2020,B.2
Australia/VIC454/2020,B.2
Australia/VIC456/2020,B.2
Australia/VIC416/2020,B.2
USA/FL_9590/2020,B.2
Iceland/449/2020,B.2
Iceland/457/2020,B.2
Iceland/572/2020,B.2
Iceland/491/2020,B.2
Guangdong/GD2020087-P0008/2020,B.2
Iceland/484/2020,B.2
Iceland/480/2020,B.2
Iceland/511/2020,B.2
France/IDF0386-islP1/2020,B.2
Iceland/492/2020,B.2
Spain/Madrid_H12_34/2020,B.2
Jordan/SR-037/2020,B.2
Sri_Lanka/COV486/2020,B.2
Taiwan/TSGH-06/2020,B.2
USA/CA-CZB05/2020,B.2
Spain/Madrid_H2_16/2020,B.2
Spain/Madrid_LP14_3/2020,B.2
USA/WA-UW-4243/2020,B.2
Netherlands/NA_27/2020,B.2
Netherlands/NA_29/2020,B.2
Netherlands/NA_14/2020,B.2
USA/NY-NYUMC188/2020,B.2
USA/NY-NYUMC268/2020,B.2
Netherlands/NA_35/2020,B.2
Netherlands/NA_34/2020,B.2
Qatar/QA08/2020,B.2
Qatar/QA11/2020,B.2
USA/WA-UW-2181/2020,B.2
USA/NY-NYUMC263/2020,B.2
Qatar/QA12/2020,B.2
Qatar/QA13/2020,B.2
Qatar/QA16/2020,B.2
Qatar/QA20/2020,B.2
Qatar/QA21/2020,B.2
Qatar/QA22/2020,B.2
Qatar/QA23/2020,B.2
USA/NY-NYUMC243/2020,B.2
Guangdong/20SF1136/2020,B.2
Guangdong/20SF198/2020,B.2
Beijing/BJ710/2020,B.2
Georgia/Tb-537/2020,B.2
USA/CT-UW-3845/2020,B.2
USA/ID-UW-3892/2020,B.2
Guangdong/20SF602/2020,B.2
Guangdong/20SF629/2020,B.2
Guangdong/20SF753/2020,B.2
Spain/Madrid-LP29/2020,B.2
Australia/VIC02/2020,B.2
Australia/VIC03/2020,B.2
Shanghai/SH0127/2020,B.2
Shanghai/SH0112/2020,B.2
Iceland/13/2020,B.2
Iceland/203/2020,B.2
Iceland/196/2020,B.2
Australia/VIC09/2020,B.2
Australia/VIC10/2020,B.2
France/B2340/2020,B.2
France/B2334/2020,B.2
Iceland/151/2020,B.2
Netherlands/NoordBrabant_6/2020,B.2
USA/VA-DCLS-0056/2020,B.2
Korea/KCDC2001/2020,B.2
Netherlands/ZuidHolland_8/2020,B.2
USA/VA-DCLS-0051/2020,B.2
Australia/NSW91/2020,B.2
Australia/NSW85/2020,B.2
Hangzhou/ZJU-01/2020,B.2
Hong_Kong/VM20002582-2/2020,B.2
Australia/NSW87/2020,B.2
USA/AZ-TG268188/2020,B.2
Netherlands/NoordBrabant_23/2020,B.2
Netherlands/NoordBrabant_22/2020,B.2
Netherlands/NoordBrabant_25/2020,B.2
Hong_Kong/VM20002493-2/2020,B.2
Netherlands/NoordBrabant_20/2020,B.2
Hong_Kong/VM20002507-2/2020,B.2
USA/NY-WCMP12B04P/2020,B.2
USA/NY-WCMP10G06P/2020,B.2
Netherlands/NoordBrabant_56/2020,B.2
USA/NY-NYUMC176/2020,B.2
Netherlands/Utrecht_18/2020,B.2
Singapore/52/2020,B.2
USA/NY-NYUMC210/2020,B.2
Russia/StPetersburg-82005/2020,B.2
