taxon,lineage
Scotland/CVR2727/2020,B.16
Scotland/CVR2605/2020,B.16
Scotland/CVR2778/2020,B.16
Scotland/CVR3598/2020,B.16
Scotland/CVR2779/2020,B.16
Scotland/CVR2785/2020,B.16
Scotland/CVR2823/2020,B.16
Scotland/CVR2828/2020,B.16
Scotland/CVR2995/2020,B.16
Scotland/CVR2959/2020,B.16
Scotland/CVR2917/2020,B.16
Scotland/CVR3698/2020,B.16
Scotland/CVR3488/2020,B.16
Scotland/CVR3711/2020,B.16
Scotland/CVR3551/2020,B.16
Scotland/CVR3554/2020,B.16
Scotland/CVR2923/2020,B.16
Scotland/CVR3109/2020,B.16
Scotland/CVR3076/2020,B.16
Scotland/CVR3101/2020,B.16
Scotland/CVR3112/2020,B.16
Scotland/CVR3097/2020,B.16
Scotland/CVR3069/2020,B.16
Scotland/CVR3137/2020,B.16
Scotland/CVR2997/2020,B.16
Scotland/CVR3411/2020,B.16
Scotland/CVR3484/2020,B.16
Scotland/CVR3486/2020,B.16
Scotland/CVR3382/2020,B.16
Scotland/CVR3335/2020,B.16
Scotland/CVR1350/2020,B.16
Scotland/GCVR-173DF1/2020,B.16
Scotland/GCVR-1739EE/2020,B.16
Scotland/GCVR-173D6A/2020,B.16
Scotland/GCVR-173D4C/2020,B.16
Scotland/GCVR-172C04/2020,B.16
Scotland/GCVR-173ABE/2020,B.16
Scotland/GCVR-173B06/2020,B.16
Scotland/GCVR-172C40/2020,B.16
Scotland/GCVR-173ACD/2020,B.16
Scotland/GCVR-1721F6/2020,B.16
Scotland/GCVR-171555/2020,B.16
Scotland/GCVR-172378/2020,B.16
Scotland/GCVR-1720BD/2020,B.16
Scotland/GCVR-172484/2020,B.16
Scotland/GCVR-171591/2020,B.16
Scotland/GCVR-172080/2020,B.16
Scotland/GCVR-1723B4/2020,B.16
Scotland/GCVR-17233C/2020,B.16
Scotland/GCVR-171F0C/2020,B.16
Scotland/GCVR-17217E/2020,B.16
Scotland/GCVR-17228A/2020,B.16
Scotland/CVR2889/2020,B.16
Scotland/CVR2177/2020,B.16
Scotland/CVR1523/2020,B.16
Scotland/CVR3188/2020,B.16
Scotland/CVR2890/2020,B.16
Scotland/CVR2892/2020,B.16
Scotland/CVR1530/2020,B.16
England/LIVE-9EEC1/2020,B.16
Scotland/GCVR-16FFB6/2020,B.16
Scotland/GCVR-1703C5/2020,B.16
Scotland/GCVR-170C06/2020,B.16
Scotland/GCVR-1700BF/2020,B.16
Scotland/GCVR-170064/2020,B.16
Scotland/GCVR-1702D7/2020,B.16
Scotland/GCVR-170116/2020,B.16
Scotland/GCVR-1704FF/2020,B.16
Scotland/GCVR-1712D6/2020,B.16
Scotland/GCVR-170BFA/2020,B.16
Scotland/GCVR-170BEB/2020,B.16
Scotland/GCVR-1704E0/2020,B.16
Scotland/GCVR-170398/2020,B.16
Scotland/GCVR-17085D/2020,B.16
Scotland/GCVR-1709C3/2020,B.16
Scotland/GCVR-170037/2020,B.16
Scotland/GCVR-170969/2020,B.16
Scotland/GCVR-171027/2020,B.16
Scotland/GCVR-1708B7/2020,B.16
Scotland/GCVR-171036/2020,B.16
Scotland/GCVR-170CF7/2020,B.16
Scotland/GCVR-170547/2020,B.16
Scotland/CVR1624/2020,B.16
Scotland/CVR1953/2020,B.16
Scotland/CVR3246/2020,B.16
Scotland/CVR1584/2020,B.16
Scotland/CVR2227/2020,B.16
Scotland/CVR3189/2020,B.16
England/LIVE-9B50B/2020,B.16
England/LIVE-9C081/2020,B.16
Scotland/CVR2173/2020,B.16
Scotland/CVR2742/2020,B.16
Scotland/CVR2526/2020,B.16
Scotland/CVR2860/2020,B.16
Scotland/CVR2893/2020,B.16
Scotland/CVR2433/2020,B.16
Scotland/CVR2415/2020,B.16
Scotland/CVR2158/2020,B.16
Scotland/CVR3031/2020,B.16
Scotland/CVR1997/2020,B.16
Scotland/CVR1079/2020,B.16
Scotland/CVR388/2020,B.16
Scotland/CVR756/2020,B.16
Scotland/CVR748/2020,B.16
Scotland/CVR475/2020,B.16
Scotland/CVR2119/2020,B.16
Scotland/CVR1197/2020,B.16
Scotland/CVR1951/2020,B.16
England/LIVE-9B8B7/2020,B.16
Scotland/CVR1496/2020,B.16
England/LIVE-99F1E/2020,B.16
England/LIVE-99F2D/2020,B.16
Scotland/CVR807/2020,B.16
Scotland/CVR1035/2020,B.16
Scotland/CVR1475/2020,B.16
Scotland/CVR1446/2020,B.16
Scotland/CVR919/2020,B.16
Scotland/CVR1271/2020,B.16
Scotland/CVR1115/2020,B.16
Scotland/CVR599/2020,B.16
Scotland/CVR487/2020,B.16
Scotland/CVR1398/2020,B.16
Scotland/CVR1635/2020,B.16
Scotland/CVR1629/2020,B.16
Scotland/CVR1607/2020,B.16
Scotland/CVR1444/2020,B.16
Scotland/CVR1379/2020,B.16
Scotland/CVR1034/2020,B.16
Scotland/CVR1387/2020,B.16
Scotland/CVR1450/2020,B.16
Scotland/CVR1465/2020,B.16
Scotland/CVR864/2020,B.16
Scotland/CVR1358/2020,B.16
Scotland/CVR1352/2020,B.16
Scotland/CVR1429/2020,B.16
Scotland/CVR1384/2020,B.16
Scotland/CVR1414/2020,B.16
Scotland/CVR1314/2020,B.16
Scotland/CVR1356/2020,B.16
Scotland/CVR1053/2020,B.16
Scotland/CVR776/2020,B.16
Scotland/CVR392/2020,B.16
Scotland/CVR1404/2020,B.16
Scotland/EDB682/2020,B.16
Scotland/CVR987/2020,B.16
Scotland/CVR1204/2020,B.16
Scotland/CVR715/2020,B.16
Scotland/CVR495/2020,B.16
Scotland/CVR425/2020,B.16
Scotland/CVR507/2020,B.16
Scotland/CVR780/2020,B.16
Scotland/CVR309/2020,B.16
Scotland/CVR607/2020,B.16
Scotland/CVR284/2020,B.16
Scotland/CVR161/2020,B.16
Scotland/CVR902/2020,B.16
Scotland/CVR785/2020,B.16
Scotland/CVR901/2020,B.16
Scotland/CVR796/2020,B.16
Scotland/CVR712/2020,B.16
Scotland/CVR903/2020,B.16
Scotland/CVR248/2020,B.16
Scotland/CVR811/2020,B.16
