taxon,lineage
Netherlands/Hardinxveld_Giessendam_1364806/2020,B.11
Netherlands/NoordBrabant_11/2020,B.11
Netherlands/NoordBrabant_32/2020,B.11
Netherlands/NoordBrabant_54/2020,B.11
Netherlands/NA_131/2020,B.11
Netherlands/NA_112/2020,B.11
Netherlands/NA_155/2020,B.11
Netherlands/NA_135/2020,B.11
Netherlands/NA_88/2020,B.11
Netherlands/NoordBrabant_79/2020,B.11
Netherlands/NA_97/2020,B.11
Netherlands/NoordBrabant_97/2020,B.11
Netherlands/NoordBrabant_92/2020,B.11
Netherlands/NoordBrabant_83/2020,B.11
Netherlands/Utrecht_10012/2020,B.11
Netherlands/NoordBrabant_10039/2020,B.11
Netherlands/NoordBrabant_10042/2020,B.11
Netherlands/NA_336/2020,B.11
Netherlands/NA_340/2020,B.11
Netherlands/NA_417/2020,B.11
Netherlands/NA_517/2020,B.11
Netherlands/NA_629/2020,B.11
Taiwan/NTU29/2020,B.11
England/NOTT-111ED4/2020,B.11
