taxon,lineage
Northern_Ireland/NIRE-10541D/2020,B.10
Northern_Ireland/NIRE-1054C2/2020,B.10
Northern_Ireland/NIRE-105459/2020,B.10
Scotland/EDB5730/2020,B.10
Northern_Ireland/NIRE-10279F/2020,B.10
England/SHEF-CBA6D/2020,B.10
England/SHEF-C1029/2020,B.10
England/SHEF-C88DF/2020,B.10
Northern_Ireland/NIRE-FB25D/2020,B.10
Northern_Ireland/NIRE-FADF3/2020,B.10
Northern_Ireland/NIRE-FAE2D/2020,B.10
Northern_Ireland/NIRE-FB16F/2020,B.10
Northern_Ireland/NIRE-FAE96/2020,B.10
Northern_Ireland/NIRE-FAFB1/2020,B.10
Northern_Ireland/NIRE-FADA8/2020,B.10
Northern_Ireland/NIRE-FB23F/2020,B.10
Northern_Ireland/NIRE-FC896/2020,B.10
England/LIVE-9E75D/2020,B.10
England/LIVE-9F24C/2020,B.10
Northern_Ireland/NIRE-1023AA/2020,B.10
Northern_Ireland/NIRE-101F6B/2020,B.10
Northern_Ireland/NIRE-101FE3/2020,B.10
Northern_Ireland/NIRE-10210A/2020,B.10
Northern_Ireland/NIRE-1020B2/2020,B.10
Northern_Ireland/NIRE-101F89/2020,B.10
Northern_Ireland/NIRE-1020A3/2020,B.10
Northern_Ireland/NIRE-101EE6/2020,B.10
Northern_Ireland/NIRE-101FD4/2020,B.10
Northern_Ireland/NIRE-102076/2020,B.10
Northern_Ireland/NIRE-101FA7/2020,B.10
Northern_Ireland/NIRE-10237D/2020,B.10
Northern_Ireland/NIRE-101F98/2020,B.10
Northern_Ireland/NIRE-101FC5/2020,B.10
Northern_Ireland/NIRE-102191/2020,B.10
Northern_Ireland/NIRE-102128/2020,B.10
Northern_Ireland/NIRE-10203A/2020,B.10
Northern_Ireland/NIRE-FB105/2020,B.10
Northern_Ireland/NIRE-FB132/2020,B.10
Northern_Ireland/NIRE-FB8B5/2020,B.10
Northern_Ireland/NIRE-FA740/2020,B.10
Northern_Ireland/NIRE-FBCAA/2020,B.10
England/SHEF-C76D6/2020,B.10
England/SHEF-D01F7/2020,B.10
Scotland/CVR339/2020,B.10
Scotland/CVR828/2020,B.10
England/BRIS-1248D0/2020,B.10
England/LIVE-9BAA2/2020,B.10
England/SHEF-C324F/2020,B.10
England/SHEF-CE2CC/2020,B.10
Northern_Ireland/NIRE-FA93B/2020,B.10
Northern_Ireland/NIRE-FA9D1/2020,B.10
Northern_Ireland/NIRE-FAA0B/2020,B.10
Northern_Ireland/NIRE-FA83E/2020,B.10
Northern_Ireland/NIRE-FA616/2020,B.10
Northern_Ireland/NIRE-FA995/2020,B.10
Northern_Ireland/NIRE-FAC8D/2020,B.10
Northern_Ireland/NIRE-FAC6F/2020,B.10
Northern_Ireland/NIRE-FA91D/2020,B.10
Scotland/CVR705/2020,B.10
Northern_Ireland/NIRE-FB3D2/2020,B.10
Northern_Ireland/NIRE-FB4FD/2020,B.10
Northern_Ireland/NIRE-FB396/2020,B.10
Northern_Ireland/NIRE-FB3E1/2020,B.10
Northern_Ireland/NIRE-FB466/2020,B.10
Northern_Ireland/NIRE-FB4A2/2020,B.10
Northern_Ireland/NIRE-FB41B/2020,B.10
Northern_Ireland/NIRE-FB4C0/2020,B.10
Northern_Ireland/NIRE-FB3F0/2020,B.10
Northern_Ireland/NIRE-FB457/2020,B.10
Northern_Ireland/NIRE-FB4EE/2020,B.10
Northern_Ireland/NIRE-FB439/2020,B.10
England/NOTT-10EC67/2020,B.10
Scotland/CVR1366/2020,B.10
England/20129176204/2020,B.10
England/20129032104/2020,B.10
England/SHEF-C1812/2020,B.10
England/CAMB-71F85/2020,B.10
England/NOTT-10E71B/2020,B.10
England/BRIS-121A64/2020,B.10
Scotland/CVR120/2020,B.10
Scotland/CVR268/2020,B.10
Scotland/EDB185/2020,B.10
