taxon,lineage
Australia/VIC390/2020,B.6
Australia/VIC913/2020,B.6
Australia/VIC660/2020,B.6
Australia/VIC678/2020,B.6
Australia/VIC494/2020,B.6
Australia/VIC397/2020,B.6
Australia/VIC461/2020,B.6
Taiwan/TSGH-11/2020,B.6
USA/WA-UW-6213/2020,B.6
Brazil/SC-766/2020,B.6
Malaysia/189332/2020,B.6
USA/WA-UW168/2020,B.6
USA/WA-UW93/2020,B.6
India/nimh-0318/2020,B.6
India/nimh-0351/2020,B.6
India/nimh-1071/2020,B.6
India/nimh-0996/2020,B.6
Saudi_Arabia/KAIMRC-Alghoribi/2020,B.6
Taiwan/299/2020,B.6
Taiwan/284/2020,B.6
Canada/MB_2/2020,B.6
Australia/NSW73/2020,B.6
Australia/NSW68/2020,B.6
Australia/NSW70/2020,B.6
Australia/NSW71/2020,B.6
Australia/NSW67/2020,B.6
Australia/NSW72/2020,B.6
Australia/NSW69/2020,B.6
Australia/NSW74/2020,B.6
Singapore/59/2020,B.6
Singapore/58/2020,B.6
Singapore/60/2020,B.6
Singapore/62/2020,B.6
Singapore/61/2020,B.6
Singapore/64/2020,B.6
Singapore/63/2020,B.6
Singapore/66/2020,B.6
Singapore/65/2020,B.6
Singapore/68/2020,B.6
Singapore/67/2020,B.6
Singapore/70/2020,B.6
Singapore/69/2020,B.6
Singapore/71/2020,B.6
Gambia/GC19-026/2020,B.6
Singapore/47/2020,B.6
Singapore/53/2020,B.6
Singapore/55/2020,B.6
Singapore/54/2020,B.6
Singapore/57/2020,B.6
Singapore/56/2020,B.6
Slovenia/MB0329/2020,B.6
Australia/NSW49/2020,B.6
Australia/NSW59/2020,B.6
Australia/VIC42/2020,B.6
Australia/VIC59/2020,B.6
Australia/VIC188/2020,B.6
Australia/VIC181/2020,B.6
Canada/ON_PHL3459/2020,B.6
Canada/ON_PHL0141/2020,B.6
Australia/QLDID921/2020,B.6
USA/CA-CZB0145/2020,B.6
Australia/VIC1189/2020,B.6
Philippines/PGC01/2020,B.6
Australia/VIC819/2020,B.6
Australia/VIC767/2020,B.6
Australia/VIC768/2020,B.6
Australia/VIC772/2020,B.6
Australia/VIC773/2020,B.6
Australia/VIC961/2020,B.6
Australia/NSW25/2020,B.6
Australia/NSW38/2020,B.6
Australia/VIC276/2020,B.6
Australia/VIC231/2020,B.6
Australia/VIC251/2020,B.6
Australia/VIC237/2020,B.6
Australia/VIC1016/2020,B.6
Philippines/RITM-03/2020,B.6
Australia/VIC935/2020,B.6
Fujian/IM3520016T/2020,B.6
Fujian/IM3520017T/2020,B.6
Australia/NSW48/2020,B.6
Australia/NSW44/2020,B.6
Australia/NSW45/2020,B.6
Singapore/42/2020,B.6
Taiwan/NTU04/2020,B.6
Singapore/40/2020,B.6
Singapore/41/2020,B.6
India/GMC-KN443/2020,B.6
South_Africa/KRISP-06/2020,B.6
USA/WA-S537/2020,B.6
Philippines/PGC02/2020,B.6
Philippines/PGC03/2020,B.6
Philippines/PGC05/2020,B.6
Philippines/PGC06/2020,B.6
Thailand/NIH-2294/2020,B.6
USA/TX-HMH0359/2020,B.6
