GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
,England/NORW-E75E2/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E788F/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E7825/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E7500/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E75B5/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E754C/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E7F5D/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E75D3/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E7834/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E753D/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E7816/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E7EAB/2020,UK,,2020-05-06,19.0,B.1.5.5,0
,England/NORW-E755B/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E7588/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E9D9D/2020,UK,,2020-05-03,19.0,B.1.5.5,0
,England/NORW-E756A/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E751F/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E74B8/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E9C09/2020,UK,,2020-04-30,18.0,B.1.5.5,0
,England/NORW-E75C4/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E74A9/2020,UK,,2020-05-04,19.0,B.1.5.5,0
,England/NORW-E73F7/2020,UK,,2020-05-03,19.0,B.1.5.5,0
,England/CAMB-1AD80C/2020,UK,,2020-05-02,18.0,B.1.5.5,0
,England/NORW-E6F12/2020,UK,,2020-04-18,16.0,B.1.5.5,0
,England/NORW-E8666/2020,UK,,2020-04-17,16.0,B.1.5.5,1
,England/NORW-E988D/2020,UK,,2020-04-23,17.0,B.1.5.5,0
,England/NORW-E86FD/2020,UK,,2020-04-17,16.0,B.1.5.5,0
,England/NORW-E6EBB/2020,UK,,2020-04-21,17.0,B.1.5.5,1
,England/NORW-E8C64/2020,UK,,2020-04-13,16.0,B.1.5.5,0
,England/NORW-E8BD0/2020,UK,,2020-04-14,16.0,B.1.5.5,0
,England/NORW-E80E0/2020,UK,,2020-04-08,15.0,B.1.5.5,0
,England/NORW-E8D70/2020,UK,,2020-04-14,16.0,B.1.5.5,0
,England/NORW-E8217/2020,UK,,2020-04-08,15.0,B.1.5.5,1
