GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_422624,Netherlands/NA_315/2020,Netherlands,,2020-04-02,14.0,B.1.5.2,0
EPI_ISL_422573,Netherlands/Friesland_9/2020,Netherlands,,2020-03-30,14.0,B.1.5.2,0
EPI_ISL_422571,Netherlands/Friesland_6/2020,Netherlands,,2020-03-28,13.0,B.1.5.2,1
EPI_ISL_422958,Netherlands/ZuidHolland_91/2020,Netherlands,,2020-03-29,14.0,B.1.5.2,0
EPI_ISL_422957,Netherlands/ZuidHolland_90/2020,Netherlands,,2020-03-29,14.0,B.1.5.2,1
EPI_ISL_422955,Netherlands/ZuidHolland_88/2020,Netherlands,,2020-03-27,13.0,B.1.5.2,1
EPI_ISL_422950,Netherlands/ZuidHolland_82/2020,Netherlands,,2020-03-27,13.0,B.1.5.2,0
EPI_ISL_422943,Netherlands/ZuidHolland_75/2020,Netherlands,,2020-03-26,13.0,B.1.5.2,0
EPI_ISL_422938,Netherlands/ZuidHolland_70/2020,Netherlands,,2020-03-24,13.0,B.1.5.2,0
EPI_ISL_422770,Netherlands/NA_236/2020,Netherlands,,2020-03-26,13.0,B.1.5.2,0
EPI_ISL_422756,Netherlands/NA_221/2020,Netherlands,,2020-03-27,13.0,B.1.5.2,0
EPI_ISL_422787,Netherlands/NA_253/2020,Netherlands,,2020-03-30,14.0,B.1.5.2,0
EPI_ISL_434363,Belgium/UGent-47/2020,Belgium,,2020-03-30,14.0,B.1.5.2,0
,England/CAMB-7D208/2020,UK,,2020-04-06,15.0,B.1.5.2,0
