taxon,lineage
Wales/PHWC-24D5A/2020,B.1.5.6
Wales/PHWC-28AD7/2020,B.1.5.6
Wales/PHWC-31D0F/2020,B.1.5.6
Wales/PHWC-2C04A/2020,B.1.5.6
Wales/PHWC-15CCA6/2020,B.1.5.6
Wales/PHWC-2AF5E/2020,B.1.5.6
Wales/PHWC-2C00E/2020,B.1.5.6
Wales/PHWC-33CF1/2020,B.1.5.6
Scotland/EDB2563/2020,B.1.5.6
Scotland/EDB1550/2020,B.1.5.6
Scotland/EDB1510/2020,B.1.5.6
Scotland/EDB2446/2020,B.1.5.6
Scotland/EDB3859/2020,B.1.5.6
Scotland/EDB3890/2020,B.1.5.6
Scotland/EDB4507/2020,B.1.5.6
Scotland/EDB1078/2020,B.1.5.6
Scotland/EDB2345/2020,B.1.5.6
Scotland/EDB2168/2020,B.1.5.6
England/PHEC-211CA/2020,B.1.5.6
Wales/PHWC-28B7A/2020,B.1.5.6
England/PHEC-2134C/2020,B.1.5.6
Wales/PHWC-31D87/2020,B.1.5.6
Wales/PHWC-30D88/2020,B.1.5.6
Wales/PHWC-3183B/2020,B.1.5.6
Wales/PHWC-32CA7/2020,B.1.5.6
Wales/PHWC-2BD17/2020,B.1.5.6
England/CAMB-76ADA/2020,B.1.5.6
Wales/PHWC-2D577/2020,B.1.5.6
Wales/PHWC-31E39/2020,B.1.5.6
England/CAMB-7367F/2020,B.1.5.6
Wales/PHWC-2EA3B/2020,B.1.5.6
Wales/PHWC-2BFD5/2020,B.1.5.6
England/PHEC-2177D/2020,B.1.5.6
England/NORT-283B5D/2020,B.1.5.6
Scotland/EDB379/2020,B.1.5.6
Wales/PHWC-27197/2020,B.1.5.6
Scotland/EDB789/2020,B.1.5.6
Scotland/EDB373/2020,B.1.5.6
Scotland/EDB868/2020,B.1.5.6
