GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_417200,USA/WI-06/2020,USA,,2020-03-21,12.0,A.4,1
EPI_ISL_417201,USA/WI-07/2020,USA,,2020-03-21,12.0,A.4,1
EPI_ISL_417514,USA/WI-22/2020,USA,,2020-03-13,11.0,A.4,0
EPI_ISL_421319,USA/WI-61/2020,USA,,2020-03-23,13.0,A.4,0
EPI_ISL_421308,USA/WI-50/2020,USA,,2020-03-25,13.0,A.4,1
EPI_ISL_421309,USA/WI-51/2020,USA,,2020-03-20,12.0,A.4,0
EPI_ISL_421335,USA/WI-77/2020,USA,,2020-03-19,12.0,A.4,0
EPI_ISL_421331,USA/WI-73/2020,USA,,2020-03-24,13.0,A.4,0
EPI_ISL_421328,USA/WI-70/2020,USA,,2020-03-19,12.0,A.4,0
EPI_ISL_421329,USA/WI-71/2020,USA,,2020-03-24,13.0,A.4,0
EPI_ISL_421327,USA/WI-69/2020,USA,,2020-03-19,12.0,A.4,0
EPI_ISL_421324,USA/WI-66/2020,USA,,2020-03-24,13.0,A.4,0
EPI_ISL_421325,USA/WI-67/2020,USA,,2020-03-25,13.0,A.4,0
EPI_ISL_427453,USA/WI-146/2020,USA,,2020-04-06,15.0,A.4,0
EPI_ISL_427456,USA/WI-149/2020,USA,,2020-04-07,15.0,A.4,0
EPI_ISL_427436,USA/WI-129/2020,USA,,2020-04-06,15.0,A.4,0
EPI_ISL_427439,USA/WI-132/2020,USA,,2020-04-10,15.0,A.4,0
EPI_ISL_421296,USA/WI-38/2020,USA,,2020-03-25,13.0,A.4,0
EPI_ISL_421292,USA/WI-34/2020,USA,,2020-03-26,13.0,A.4,0
EPI_ISL_425153,USA/WI-96/2020,USA,,2020-04-01,14.0,A.4,0
EPI_ISL_425174,USA/WI-117/2020,USA,,2020-03-30,14.0,A.4,0
EPI_ISL_425173,USA/WI-116/2020,USA,,2020-03-30,14.0,A.4,1
EPI_ISL_425145,USA/WI-88/2020,USA,,2020-04-05,15.0,A.4,0
EPI_ISL_428729,USA/WI-255/2020,USA,,2020-04-02,14.0,A.4,0
EPI_ISL_436850,USA/MI-MDHHS-SC20124/2020,USA,,2020-03-24,13.0,A.4,0
