GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_420786,USA/GA_1320/2020,USA,,2020-03-03,10.0,A.3,1
EPI_ISL_420788,USA/GA_1445/2020,USA,,2020-03-04,10.0,A.3,0
EPI_ISL_419796,Australia/VIC86/2020,Australia,,2020-03-15,12.0,A.3,1
EPI_ISL_419795,Australia/VIC85/2020,Australia,,2020-03-15,12.0,A.3,0
EPI_ISL_419727,Australia/VIC117/2020,Australia,,2020-03-19,12.0,A.3,0
EPI_ISL_419714,Australia/VIC108/2020,Australia,,2020-03-18,12.0,A.3,0
EPI_ISL_419746,Australia/VIC27/2020,Australia,,2020-03-10,11.0,A.3,0
EPI_ISL_419747,Australia/VIC28/2020,Australia,,2020-03-10,11.0,A.3,0
EPI_ISL_419736,Australia/VIC17/2020,Australia,,2020-03-07,10.0,A.3,0
EPI_ISL_419769,Australia/VIC53/2020,Australia,,2020-03-12,11.0,A.3,0
EPI_ISL_419752,Australia/VIC33/2020,Australia,,2020-03-10,11.0,A.3,0
EPI_ISL_419751,Australia/VIC32/2020,Australia,,2020-03-10,11.0,A.3,0
EPI_ISL_419755,Australia/VIC35/2020,Australia,,2020-03-10,11.0,A.3,0
EPI_ISL_419785,Australia/VIC73/2020,Australia,,2020-03-14,11.0,A.3,0
EPI_ISL_419789,Australia/VIC77/2020,Australia,,2020-03-14,11.0,A.3,0
EPI_ISL_419788,Australia/VIC76/2020,Australia,,2020-03-14,11.0,A.3,0
EPI_ISL_419777,Australia/VIC56/2020,Australia,,2020-03-12,11.0,A.3,0
EPI_ISL_419847,Australia/VIC150/2020,Australia,,2020-03-17,12.0,A.3,0
EPI_ISL_419821,Australia/VIC112/2020,Australia,,2020-03-18,12.0,A.3,0
EPI_ISL_419826,Australia/VIC51/2020,Australia,,2020-03-12,11.0,A.3,0
EPI_ISL_419812,Australia/VIC100/2020,Australia,,2020-03-16,12.0,A.3,0
EPI_ISL_419814,Australia/VIC103/2020,Australia,,2020-03-17,12.0,A.3,0
EPI_ISL_426942,Australia/VIC646/2020,Australia,,2020-03-24,13.0,A.3,0
EPI_ISL_426998,Australia/VIC711/2020,Australia,,2020-03-29,14.0,A.3,0
EPI_ISL_426965,Australia/VIC669/2020,Australia,,2020-03-27,13.0,A.3,0
EPI_ISL_426640,Australia/VIC330/2020,Australia,,2020-03-18,12.0,A.3,0
EPI_ISL_426658,Australia/VIC350/2020,Australia,,2020-03-20,12.0,A.3,0
EPI_ISL_426635,Australia/NT18/2020,Australia,,2020-03-23,13.0,A.3,0
EPI_ISL_428280,USA/WI-184/2020,USA,,2020-03-22,13.0,A.3,1
EPI_ISL_428285,USA/WI-189/2020,USA,,2020-03-23,13.0,A.3,0
EPI_ISL_428262,USA/WI-166/2020,USA,,2020-03-17,12.0,A.3,0
EPI_ISL_418869,USA/WA-UW301/2020,USA,,2020-03-16,12.0,A.3,0
