taxon,lineage
England/NOTT-10E4C9/2020,B.9
England/20129154104/2020,B.9
Australia/VIC872/2020,B.9
Australia/VIC899/2020,B.9
Australia/VIC779/2020,B.9
Wales/PHWC-261E3/2020,B.9
England/CAMB-7ACA3/2020,B.9
England/CAMB-74061/2020,B.9
England/CAMB-1AD6B7/2020,B.9
England/CAMB-77435/2020,B.9
England/BRIS-1228D2/2020,B.9
England/BRIS-124867/2020,B.9
England/LIVE-9C8D4/2020,B.9
South_Africa/R05204/2020,B.9
New_Zealand/20VR1115/2020,B.9
Scotland/GCVR-171160/2020,B.9
England/20150032304/2020,B.9
England/20154092104/2020,B.9
Northern_Ireland/NIRE-FC33B/2020,B.9
Australia/VIC709/2020,B.9
Australia/VIC710/2020,B.9
Australia/VIC663/2020,B.9
Australia/VIC679/2020,B.9
England/SHEF-C0770/2020,B.9
England/SHEF-CD52E/2020,B.9
England/SHEF-C151B/2020,B.9
England/SHEF-C3300/2020,B.9
England/SHEF-D12C6/2020,B.9
England/SHEF-D2CD6/2020,B.9
England/SHEF-C2BDC/2020,B.9
England/SHEF-D11AB/2020,B.9
England/SHEF-CC9E7/2020,B.9
England/SHEF-D2AFA/2020,B.9
England/SHEF-C7EDE/2020,B.9
England/SHEF-C3959/2020,B.9
England/SHEF-C5B42/2020,B.9
England/SHEF-C5FEC/2020,B.9
England/SHEF-C1E98/2020,B.9
England/SHEF-D14FD/2020,B.9
England/SHEF-CF647/2020,B.9
England/BRIS-1248A3/2020,B.9
England/BRIS-124894/2020,B.9
England/BRIS-125480/2020,B.9
England/BRIS-125E46/2020,B.9
England/BRIS-12BD43/2020,B.9
England/NORT-288FF2/2020,B.9
England/NORT-289173/2020,B.9
England/NORT-288DAD/2020,B.9
