taxon,lineage
USA/CA-SCCPHD-UC181/2020,B.14
USA/CA-CZB-1000/2020,B.14
USA/CA-CZB-1009/2020,B.14
USA/CA-CZB-1012/2020,B.14
USA/CA-CZB-1006/2020,B.14
USA/CA-CZB-1011/2020,B.14
USA/CA-CZB-1004/2020,B.14
USA/CA-CZB-1016/2020,B.14
USA/CA-CZB-1028/2020,B.14
USA/CA-CZB-1001/2020,B.14
USA/CA-CZB-1002/2020,B.14
USA/CA-CZB-1003/2020,B.14
USA/CA-CZB-1005/2020,B.14
USA/CA-CZB-1007/2020,B.14
USA/CA-CZB-1026/2020,B.14
USA/CA-CZB-1030/2020,B.14
USA/CA-CZB-1072/2020,B.14
USA/CA-CZB-1073/2020,B.14
USA/CA-CZB-1233/2020,B.14
USA/CA-CZB-1286/2020,B.14
USA/CA-CZB-1010/2020,B.14
USA/CA-CZB-1013/2020,B.14
USA/CA-CZB-1015/2020,B.14
USA/CA-CZB-1017/2020,B.14
USA/CA-CZB-1018/2020,B.14
USA/CA-CZB-1019/2020,B.14
USA/CA-CZB-1024/2020,B.14
USA/CA-CZB-1025/2020,B.14
USA/CA-CZB-1023/2020,B.14
USA/CA-CZB-1295/2020,B.14
USA/CA-CZB-1020/2020,B.14
USA/CA-CZB-1021/2020,B.14
USA/CA-CZB-1029/2020,B.14
USA/CA-CZB-1069/2020,B.14
USA/CA-CZB-1081/2020,B.14
USA/CA-CZB-1089/2020,B.14
USA/CA-CZB-1268/2020,B.14
USA/CA-CZB-1269/2020,B.14
USA/CA-CZB-1022/2020,B.14
USA/CA-CZB-1068/2020,B.14
USA/CA-CZB-1071/2020,B.14
USA/CA-CZB-1312/2020,B.14
USA/CA-CZB-1074/2020,B.14
USA/CA-CZB-1075/2020,B.14
USA/CA-CZB-1234/2020,B.14
USA/CA-CZB-1284/2020,B.14
