GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_420793,USA/NY_2929/2020,USA,,2020-03-02,10.0,B.1,1
EPI_ISL_420792,USA/NH_0008/2020,USA,,2020-03-02,10.0,B.1,1
EPI_ISL_420795,USA/RI_0556/2020,USA,,2020-03-01,10.0,B.1.5,1
EPI_ISL_420791,USA/NH_0004/2020,USA,,2020-02-29,9.0,B.1,1
EPI_ISL_420785,USA/FL_6318/2020,USA,,2020-03-02,10.0,B.1.1,1
EPI_ISL_420787,USA/GA_1299/2020,USA,,2020-03-03,10.0,B.1.1,1
EPI_ISL_420784,USA/AZ_4811/2020,USA,,2020-03-02,10.0,B.1.1,1
EPI_ISL_420797,USA/TX_2817/2020,USA,,2020-03-01,10.0,B.1,0
EPI_ISL_420798,USA/TX_2967/2020,USA,,2020-03-01,10.0,B.1,0
EPI_ISL_426900,Australia/NT12/2020,Australia,,2020-03-25,13.0,B.1,0
EPI_ISL_426901,Australia/NT13/2020,Australia,,2020-03-25,13.0,B.1,0
EPI_ISL_426903,Australia/NT16/2020,Australia,,2020-03-24,13.0,B.1.8,0
EPI_ISL_426904,Australia/NT17/2020,Australia,,2020-03-24,13.0,B.1.8,0
EPI_ISL_426906,Australia/VIC473/2020,Australia,,2020-03-28,13.0,B.1.1,0
EPI_ISL_426907,Australia/VIC475/2020,Australia,,2020-03-28,13.0,B.1.23,0
EPI_ISL_426908,Australia/VIC476/2020,Australia,,2020-03-28,13.0,B.1.23,0
EPI_ISL_426909,Australia/VIC477/2020,Australia,,2020-03-28,13.0,B.1.23,0
EPI_ISL_426910,Australia/VIC478/2020,Australia,,2020-03-28,13.0,B.1.23,0
EPI_ISL_426911,Australia/VIC479/2020,Australia,,2020-03-28,13.0,B.1.23,0
EPI_ISL_417196,USA/MN29-MDH29/2020,USA,,2020-03-11,11.0,B.1.1,0
EPI_ISL_417198,USA/MN30-MDH30/2020,USA,,2020-03-12,11.0,B.1,0
EPI_ISL_417192,USA/MN25-MDH25/2020,USA,,2020-03-12,11.0,B.1,0
EPI_ISL_417191,USA/MN5-MDH5/2020,USA,,2020-03-10,11.0,B.1.1,0
EPI_ISL_419720,Australia/VIC107/2020,Australia,,2020-03-17,12.0,B.1,0
EPI_ISL_419724,Australia/VIC122/2020,Australia,,2020-03-20,12.0,B.1,0
EPI_ISL_419726,Australia/VIC119/2020,Australia,,2020-03-19,12.0,B.1,0
EPI_ISL_419725,Australia/VIC114/2020,Australia,,2020-03-18,12.0,B.1,0
EPI_ISL_419718,Australia/VIC109/2020,Australia,,2020-03-18,12.0,B.1.1,0
