taxon,lineage
USA/CA-CZB-1031/2020,B.19
USA/CA-CZB-1032/2020,B.19
USA/CA-CZB-1048/2020,B.19
USA/CA-CZB-1033/2020,B.19
USA/CA-CZB-1037/2020,B.19
USA/CA-CZB-1039/2020,B.19
USA/CA-CZB-1034/2020,B.19
USA/CA-CZB-1042/2020,B.19
USA/CA-CZB-1035/2020,B.19
USA/CA-CZB-1036/2020,B.19
USA/CA-CZB-1050/2020,B.19
USA/CA-CZB-1079/2020,B.19
USA/CA-CZB-1038/2020,B.19
USA/CA-CZB-1040/2020,B.19
USA/CA-CZB-1041/2020,B.19
USA/CA-CZB-1046/2020,B.19
USA/CA-CZB-1049/2020,B.19
USA/CA-CZB-1051/2020,B.19
USA/CA-CZB-1055/2020,B.19
USA/CA-CZB-1052/2020,B.19
USA/CA-CZB-1053/2020,B.19
USA/CA-CZB-1054/2020,B.19
USA/CA-CZB-1056/2020,B.19
USA/CA-CZB-1057/2020,B.19
USA/CA-CZB-1058/2020,B.19
