taxon,lineage
Australia/NSW14/2020,B.4
Australia/NSW05/2020,B.4
Australia/NSW09/2020,B.4
Australia/NSW12/2020,B.4
Australia/NSW11/2020,B.4
Oman/RESP-20-797/2020,B.4
India/1652/2020,B.4
India/1644/2020,B.4
India/1063/2020,B.4
Kuwait/KU12/2020,B.4
India/1093/2020,B.4
India/1100/2020,B.4
India/1073/2020,B.4
India/1115/2020,B.4
Australia/VIC626/2020,B.4
United_Arab_Emirates/L0231/2020,B.4
England/CAMB-7D0A4/2020,B.4
USA/WA-S771/2020,B.4
USA/WA-S795/2020,B.4
Kenya/P232/2020,B.4
Kenya/S109/2020,B.4
United_Arab_Emirates/L1189/2020,B.4
United_Arab_Emirates/L5857/2020,B.4
USA/WA-UW-1948/2020,B.4
DRC/299/2020,B.4
United_Arab_Emirates/L068/2020,B.4
Uganda/UG011/2020,B.4
Australia/VIC1736/2020,B.4
Australia/VIC1738/2020,B.4
Kenya/S052/2020,B.4
Kenya/P573/2020,B.4
Turkey/HSGM-8010/2020,B.4
England/20100023206/2020,B.4
Australia/VIC846/2020,B.4
Canada_ON/PHL2273/2020,B.4
Canada_ON/PHL2223/2020,B.4
Norway/1380/2020,B.4
Australia/VIC04/2020,B.4
Turkey/HSGM-11518/2020,B.4
Turkey/HSGM-8992/2020,B.4
Turkey/HSGM-4598/2020,B.4
Turkey/HSGM-1009/2020,B.4
Turkey/HSGM-1476/2020,B.4
Turkey/HSGM-1481/2020,B.4
Kuwait/KU09/2020,B.4
Canada_BC/25211/2020,B.4
India/1104/2020,B.4
USA/CA-SR0118/2020,B.4
United_Arab_Emirates/L0287/2020,B.4
Kuwait/KU18/2020,B.4
Australia/NSW06/2020,B.4
Australia/NSW24/2020,B.4
Canada_BC/65034/2020,B.4
Canada_BC/66353/2020,B.4
India/1621/2020,B.4
Canada_ON/SHSC-01/2020,B.4
Georgia/Tb-82/2020,B.4
Australia/NSW217/2020,B.4
Austria/CeMM0004/2020,B.4
India/1617/2020,B.4
Denmark/ALAB-SSI103/2020,B.4
India/1616/2020,B.4
Kazakhstan/NCB-1/2020,B.4
Kazakhstan/26530/2020,B.4
Kazakhstan/26545/2020,B.4
Kazakhstan/26584/2020,B.4
Kazakhstan/26475/2020,B.4
Kazakhstan/26576/2020,B.4
Kazakhstan/26577/2020,B.4
Kazakhstan/26582/2020,B.4
Kazakhstan/26508/2020,B.4
Kazakhstan/26574/2020,B.4
Kazakhstan/26473/2020,B.4
Kazakhstan/26474/2020,B.4
Kazakhstan/26491/2020,B.4
Kazakhstan/26478/2020,B.4
Kazakhstan/26489/2020,B.4
Kazakhstan/26497/2020,B.4
Kazakhstan/26501/2020,B.4
Kazakhstan/26506/2020,B.4
Kazakhstan/26617/2020,B.4
Kazakhstan/26548/2020,B.4
Kazakhstan/26549/2020,B.4
Kazakhstan/26565/2020,B.4
Kazakhstan/26580/2020,B.4
Kazakhstan/26579/2020,B.4
Kazakhstan/26585/2020,B.4
Kazakhstan/26568/2020,B.4
Kazakhstan/26562/2020,B.4
India/NCDC-01441/2020,B.4
India/NCDC-01444/2020,B.4
India/NCDC-01604/2020,B.4
India/NCDC-01614/2020,B.4
India/NCDC-01616/2020,B.4
India/NCDC-01760/2020,B.4
Beijing/DT-travelIRI01/2020,B.4
Turkey/HSGM-1450/2020,B.4
Turkey/HSGM-1468/2020,B.4
Turkey/HSGM-510/2020,B.4
Turkey/HSGM-1444/2020,B.4
USA/CA-SR0199/2020,B.4
Lebanon_S5/762/2020,B.4
Lebanon_S9/764/2020,B.4
India/NIV-3472/2020,B.4
Kenya/P226/2020,B.4
Oman/RESP-20-1857/2020,B.4
Australia/WA30/2020,B.4
New_Zealand/20VR3064/2020,B.4
Australia/VIC1490/2020,B.4
Australia/VIC1733/2020,B.4
Oman/RESP-20-837/2020,B.4
Oman/RESP-20-1189/2020,B.4
United_Arab_Emirates/L4711/2020,B.4
Australia/NSW13/2020,B.4
