taxon,lineage
Netherlands_Hardinxveld_Giessendam/1364806/2020,B.11
Netherlands_NA/88/2020,B.11
Netherlands_NA/97/2020,B.11
Netherlands_NoordBrabant/11/2020,B.11
Netherlands_NoordBrabant/32/2020,B.11
Netherlands_NA/131/2020,B.11
Netherlands_NA/112/2020,B.11
Netherlands_NoordBrabant/10042/2020,B.11
Netherlands_NoordBrabant/79/2020,B.11
Netherlands_NA/517/2020,B.11
Netherlands_NoordBrabant/97/2020,B.11
Netherlands_NoordBrabant/92/2020,B.11
Netherlands_NoordBrabant/83/2020,B.11
Netherlands_Utrecht/10012/2020,B.11
Netherlands_NoordBrabant/10039/2020,B.11
Netherlands_NA/336/2020,B.11
Netherlands_NA/340/2020,B.11
Netherlands_NA/417/2020,B.11
Netherlands_NoordBrabant/54/2020,B.11
Netherlands_NA/155/2020,B.11
Netherlands_NA/135/2020,B.11
Netherlands_NA/629/2020,B.11
Taiwan/NTU29/2020,B.11
England/NOTT-111ED4/2020,B.11
