taxon,lineage
Italy/TE5166/2020,B.1
France/N1620/2020,B.1
USA/UT-03156/2020,B.1
Netherlands/Zeewolde_1365080/2020,B.1
Czech_Republic/IAB_18/2020,B.1
Czech_Republic/IAB_21/2020,B.1
Netherlands/Blaricum_1364780/2020,B.1
Australia/VIC652/2020,B.1
Australia/VIC682/2020,B.1
Australia/VIC337/2020,B.1
France/GE1973/2020,B.1
Switzerland/TI9486/2020,B.1
Russia/StPetersburg-RII4326S/2020,B.1
Brazil/SPBR-06/2020,B.1
Brazil/SPBR-05/2020,B.1
Italy/INMI3/2020,B.1
USA/WI-UW-151/2020,B.1
Czech_Republic/ChVir1630/2020,B.1
USA/WI-UW-134/2020,B.1
Australia/VIC853/2020,B.1
Luxembourg/LNS2580723/2020,B.1
Australia/VIC843/2020,B.1
France/N2223/2020,B.1
Iceland/93/2020,B.1
Iceland/214/2020,B.1
Iceland/53/2020,B.1
Japan/SMU-0311S2/2020,B.1
Japan/SMU-0311S3/2020,B.1
Netherlands/Utrecht_11/2020,B.1
USA/AZ-TG268281/2020,B.1
USA/AZ-TG268657/2020,B.1
Singapore/49/2020,B.1
Russia/Samara-73406/2020,B.1
USA/NY-WCMP2D04P/2020,B.1
USA/NY-NYUMC4/2020,B.1
Georgia/Tb-477/2020,B.1
Russia/StPetersburg-RII4936S/2020,B.1
Australia/VIC141/2020,B.1
Australia/VIC136/2020,B.1
Australia/VIC174/2020,B.1
Australia/VIC198/2020,B.1
Australia/VIC92/2020,B.1
Luxembourg/LNS3156434/2020,B.1
Luxembourg/LNS4836560/2020,B.1
USA/NY-NYUMC69/2020,B.1
Canada/ON_PHL4088/2020,B.1
Australia/QLDID920/2020,B.1
USA/CA-CZB089/2020,B.1
Iceland/241/2020,B.1
Canada/BC_9345715/2020,B.1
Canada/BC_8486790/2020,B.1
Canada/BC_6997898/2020,B.1
Canada/BC_7553799/2020,B.1
Canada/BC_6489864/2020,B.1
Iceland/111/2020,B.1
Australia/NSW39/2020,B.1
Australia/VIC271/2020,B.1
Australia/VIC270/2020,B.1
Australia/VIC284/2020,B.1
Denmark/ALAB-SSI117/2020,B.1
Brazil/SPBR-09/2020,B.1
Greece/127_HPI/2020,B.1
Italy/FVG-ICGEB_S8/2020,B.1
Italy/FVG-ICGEB_S9/2020,B.1
Italy/FVG-ICGEB_S1/2020,B.1
Italy/UniMI03/2020,B.1
Denmark/SSI-09/2020,B.1
Italy/VR_20COV21-37/2020,B.1
Netherlands/Gelderland_6/2020,B.1
USA/IA_6390/2020,B.1
Italy/CDG1/2020,B.1
Brazil/SPBR-01/2020,B.1
USA/IA_6399/2020,B.1
USA/IA_6401/2020,B.1
USA/IA_6396/2020,B.1
Luxembourg/LNS2458673/2020,B.1
India/GMC-KN318/2020,B.1
Luxembourg/LNS2334563/2020,B.1
USA/NY-PV08426/2020,B.1
Russia/StPetersburg-RII3992/2020,B.1
Italy/INMI6/2020,B.1
Luxembourg/LNS9470500/2020,B.1
USA/WI-UW-265/2020,B.1
Sweden/20-05627/2020,B.1
Sweden/20-05856/2020,B.1
Sweden/20-06468/2020,B.1
USA/TX-HMH0122/2020,B.1
USA/TX-HMH0369/2020,B.1
USA/TX-HMH0382/2020,B.1
USA/PA-MGSC13-04/2020,B.1
USA/MI-MDHHS-SC20134/2020,B.1
USA/MI-MDHHS-SC20142/2020,B.1
