GISAID ID,name,country,travel history,sample date,epiweek,lineage,representative
EPI_ISL_417183,Hong_Kong/HKPU23_2601/2020,Hong_Kong,,2020-01-30,5.0,B.7,0
EPI_ISL_417184,Hong_Kong/HKPU27_3001/2020,Hong_Kong,,2020-02-08,6.0,B.7,0
EPI_ISL_417187,Hong_Kong/HKPU29_0102/2020,Hong_Kong,,2020-02-08,6.0,B.7,1
EPI_ISL_417188,Hong_Kong/HKPU30_2901/2020,Hong_Kong,,2020-02-08,6.0,B.7,0
EPI_ISL_417181,Hong_Kong/HKPU19_0402/2020,Hong_Kong,,2020-02-05,6.0,B.7,0
EPI_ISL_417197,Hong_Kong/HKPU34_3001/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_417195,Hong_Kong/HKPU33_0202/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_417199,Hong_Kong/HKPU35_0402/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_417193,Hong_Kong/HKPU32_0402/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_417190,Hong_Kong/HKPU_2801/2020,Hong_Kong,,2020-02-08,6.0,B.7,0
EPI_ISL_412029,Hong_Kong/VB20024950/2020,Hong_Kong,,2020-01-30,5.0,B.7,0
EPI_ISL_418815,Hong_Kong/HKPU36-0702/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_416314,Hong_Kong/CUHK1/2020,Hong_Kong,,2020-02-07,6.0,B.7,0
EPI_ISL_420455,Hong_Kong/HKPU102_2802/2020,Hong_Kong,,2020-03-04,10.0,B.7,0
EPI_ISL_414517,Hong_Kong/VM20002907/2020,Hong_Kong,,2020-02-25,9.0,B.7,1
EPI_ISL_414519,Hong_Kong/VM20002868/2020,Hong_Kong,,2020-02-24,9.0,B.7,0
EPI_ISL_415582,Canada/BC_35720/2020,Canada,,2020-03-04,10.0,B.7,0
EPI_ISL_419221,Hong_Kong/HKPU45-0502/2020,Hong_Kong,,2020-02-11,7.0,B.7,0
EPI_ISL_419214,Hong_Kong/HKPU39-3001/2020,Hong_Kong,,2020-02-10,7.0,B.7,0
EPI_ISL_419213,Hong_Kong/HKPU38-3001/2020,Hong_Kong,,2020-02-09,7.0,B.7,0
EPI_ISL_419218,Hong_Kong/HKPU43-0202/2020,Hong_Kong,,2020-02-10,7.0,B.7,0
EPI_ISL_419216,Hong_Kong/HKPU41-0802/2020,Hong_Kong,,2020-02-10,7.0,B.7,0
EPI_ISL_419215,Hong_Kong/HKPU40-2801/2020,Hong_Kong,,2020-02-10,7.0,B.7,0
EPI_ISL_419219,Hong_Kong/HKPU44-0102/2020,Hong_Kong,,2020-02-10,7.0,B.7,0
EPI_ISL_419243,Hong_Kong/HKPU70-1302/2020,Hong_Kong,,2020-02-22,8.0,B.7,0
EPI_ISL_419241,Hong_Kong/HKPU65-1202/2020,Hong_Kong,,2020-02-19,8.0,B.7,0
EPI_ISL_419247,Hong_Kong/HKPU83-1702/2020,Hong_Kong,,2020-02-24,9.0,B.7,1
EPI_ISL_419246,Hong_Kong/HKPU76-0802/2020,Hong_Kong,,2020-02-23,9.0,B.7,0
EPI_ISL_419245,Hong_Kong/HKPU74-1302/2020,Hong_Kong,,2020-02-22,8.0,B.7,0
EPI_ISL_419244,Hong_Kong/HKPU73-0802/2020,Hong_Kong,,2020-02-22,8.0,B.7,0
EPI_ISL_419249,Hong_Kong/HKPU86-1802/2020,Hong_Kong,,2020-02-25,9.0,B.7,0
EPI_ISL_419248,Hong_Kong/HKPU84-2502/2020,Hong_Kong,,2020-02-24,9.0,B.7,0
EPI_ISL_419232,Hong_Kong/HKPU64-1202/2020,Hong_Kong,,2020-02-19,8.0,B.7,0
EPI_ISL_419253,Hong_Kong/HKPU92-1302/2020,Hong_Kong,,2020-02-26,9.0,B.7,0
EPI_ISL_419252,Hong_Kong/HKPU91-2002/2020,Hong_Kong,,2020-02-26,9.0,B.7,0
EPI_ISL_419251,Hong_Kong/HKPU90-1602/2020,Hong_Kong,,2020-02-26,9.0,B.7,0
EPI_ISL_419250,Hong_Kong/HKPU89-2502/2020,Hong_Kong,,2020-02-26,9.0,B.7,0
